SSC,Buddhism,Christianity,Hinduism,Islam,Judaism,Other Religions,Secular Beliefs/No Religious Affiliation
Purlewaugh,0,61,0,0,0,0,28
Putney,111,2814,58,51,0,6,818
Putta Bucca,0,169,0,0,0,0,27
Putty,0,49,0,0,0,0,29
Pyangle,0,8,0,0,0,0,0
Pymble,315,5835,253,82,138,101,3511
Pyramul,0,61,0,0,0,0,12
Pyree,0,65,0,0,0,0,25
Pyrmont,840,4491,360,181,52,66,5152
Quaama,4,119,0,0,0,0,125
Quakers Hill,595,15442,2584,1210,13,1327,4267
Quambone,0,108,0,0,0,0,33
Quanda,0,8,0,0,0,0,0
Quandary,0,38,0,0,0,0,6
Quandialla,0,131,0,0,0,0,36
Queanbeyan,72,3236,188,114,4,144,1786
Queanbeyan East,44,2002,147,181,3,125,1052
Queanbeyan West,19,1858,16,31,0,32,879
Queens Park (NSW),43,1280,4,4,287,0,1095
Queens Pinch,0,16,0,0,0,0,7
Queenscliff (NSW),32,1453,13,11,4,10,1495
Quialigo,0,175,0,0,0,0,61
Quidong,0,6,0,0,0,0,0
Quiera,0,0,0,0,0,0,0
Quipolly,0,128,0,0,0,0,25
Quirindi,13,2507,0,9,0,5,605
Quorrobolong,0,302,0,0,0,6,139
Raby,107,3805,152,347,4,91,1073
Raglan (NSW),4,845,4,6,0,6,280
Rainbow Flat,4,464,0,0,0,0,161
Rainbow Reach,0,53,0,0,0,0,13
Raleigh,9,366,12,0,0,3,202
Ramornie,0,119,0,0,0,0,57
Ramsgate,13,755,11,38,5,14,208
Ramsgate Beach,30,1088,24,86,5,10,208
Rand,0,158,0,0,0,0,35
Randwick,575,13498,299,301,1345,126,10290
Rangari,0,29,0,0,0,0,3
Rangers Valley,0,17,0,0,0,0,8
Rankin Park,17,1460,13,4,0,6,823
Rankins Springs,0,126,0,0,0,0,36
Rannock,0,54,0,0,0,0,3
Rappville,0,101,0,0,0,0,44
Rathmines,36,1198,0,0,0,0,535
Ravensdale,0,38,0,0,0,0,8
Ravenswood (NSW),0,333,0,0,0,0,71
Ravensworth (NSW),0,3,0,0,0,0,0
Rawdon Island,0,57,0,3,0,3,29
Rawdon Vale,0,7,0,0,0,0,8
Raworth,11,1264,0,0,0,5,398
Rawsonville,0,40,0,0,0,0,4
Raymond Terrace,90,7975,37,26,0,51,3432
Razorback,10,760,3,10,0,4,220
Red Head,5,323,6,0,0,0,150
Red Hill (Snowy Valleys - NSW),0,0,0,0,0,0,0
Red Hill (Tamworth Regional - NSW),0,15,0,0,0,0,0
Red Hill (Warren - NSW),0,10,0,0,0,0,0
Red Range,0,128,0,0,0,0,32
Red Rock,3,198,0,0,0,5,180
Red Rocks,0,0,0,0,0,0,5
Redbank (NSW),8,269,0,0,0,0,78
Redbournberry,0,187,0,0,0,0,31
Reddestone,0,32,0,0,0,0,12
Redfern,472,4019,158,223,178,69,6156
Redhead,25,2157,3,0,0,7,1006
Redlands,0,19,0,0,0,0,12
Reedy Creek (NSW),0,116,0,0,0,0,25
Reedy Swamp,0,22,0,0,0,3,42
Reefton (NSW),0,37,0,0,0,0,4
Regents Park (NSW),494,1975,164,1014,3,48,810
Regentville,20,576,0,4,0,0,151
Reids Flat,0,69,0,0,0,0,5
Reidsdale,0,57,0,0,0,0,54
Rennie,0,30,0,0,0,0,13
Renwick,8,377,3,0,3,0,129
Repentance Creek,8,24,0,0,0,5,56
Repton,13,288,0,0,0,3,284
Reserve Creek,3,53,0,0,0,0,49
Retreat (NSW),0,25,0,0,0,3,12
Revesby,724,7978,252,1150,9,288,2726
Revesby Heights,38,1090,30,66,0,13,354
Rhine Falls,0,31,0,0,0,0,4
Rhodes,764,2861,579,514,6,64,6044
Richlands (NSW),0,33,0,0,0,0,0
Richmond (NSW),44,3325,35,22,3,22,1369
Richmond Hill (NSW),0,522,4,3,0,25,202
Richmond Lowlands,0,26,0,0,0,0,7
Richmond Vale,0,49,0,0,0,0,11
Rileys Hill,0,113,0,0,0,0,50
Ringwood (NSW),0,23,0,0,0,0,5
Riverlea,0,21,0,0,0,0,14
Riverside (NSW),5,181,0,0,0,0,81
Riverstone,52,4608,109,130,0,107,1538
Rivertree,0,13,0,0,0,0,4
Riverview (NSW),33,2285,29,8,44,11,739
Riverwood,819,5329,244,1135,10,54,3435
Rixs Creek,0,15,0,0,0,0,0
Rob Roy,0,48,0,0,0,0,11
Robertson (NSW),10,1067,4,0,7,4,549
Robin Hill,9,735,0,0,0,0,136
Rock Flat,0,59,0,0,0,0,11
Rock Forest,0,148,0,0,0,0,28
Rock Valley,4,137,5,0,0,0,79
Rockdale,918,6016,2271,1636,20,127,3170
Rockley,0,102,0,0,0,0,47
Rockley Mount,0,67,0,0,0,0,9
Rockton,0,13,0,0,0,0,12
Rocky Creek (Gwydir - NSW),0,43,0,0,0,0,0
Rocky Creek (Inverell - NSW),0,11,0,0,0,0,0
Rocky Glen,0,49,0,0,0,0,10
Rocky Hall,0,12,0,0,0,4,17
Rocky Plain (NSW),0,39,0,0,0,0,19
Rocky Point (NSW),0,192,0,0,0,0,54
Rocky River (Tenterfield - NSW),0,9,0,0,0,0,14
Rocky River (Uralla - NSW),0,167,0,0,0,0,67
Rodd Point,46,934,25,8,4,0,304
Rollands Plains,6,92,0,0,0,0,49
Rookhurst,0,33,0,0,0,0,10
Rookwood (NSW),0,3,0,0,0,0,0
Rooty Hill,255,9430,1108,1307,0,204,1448
Ropers Road,0,9,0,0,0,0,6
Ropes Crossing,115,3245,802,465,4,169,955
Rose Bay (NSW),103,3476,49,41,2750,24,2450
Rose Valley (Kiama - NSW),0,41,0,0,0,0,16
Rose Valley (Snowy Monaro Regional - NSW),0,24,0,0,0,0,4
Rosebank,7,114,0,0,0,11,204
Roseberg,0,20,0,0,0,0,6
Roseberry,0,17,0,0,0,0,16
Roseberry Creek,3,9,0,0,0,0,26
Rosebery (NSW),366,4857,130,397,161,29,3069
Rosebrook (NSW),0,65,0,0,0,0,13
Rosedale (NSW),3,94,0,0,0,0,96
Rosehill (NSW),132,1180,911,240,0,194,624
Roselands,371,6363,129,2173,11,81,1406
Rosemeadow,308,4902,108,293,0,42,1569
Rosemeath,0,7,0,0,0,0,9
Roseville,277,5213,169,73,117,45,3321
Roseville Chase,29,924,3,8,18,14,516
Rosewood (Port Macquarie-Hastings - NSW),0,178,0,0,0,4,19
Rosewood (Snowy Valleys - NSW),0,133,0,0,0,0,68
Roslyn,0,63,0,0,0,0,19
Rossglen,0,32,0,0,0,0,16
Rossgole,0,3,0,0,0,0,0
Rossi,0,57,0,0,0,0,30
Rossmore (NSW),61,1418,15,226,0,3,336
Roto,0,32,0,0,0,0,0
Rouchel,0,112,0,0,0,0,19
Rouchel Brook,0,21,0,0,0,0,0
Roughit,0,89,0,0,0,0,18
Round Mountain,0,84,0,0,0,0,47
Round Swamp,0,15,0,0,0,0,0
Rous,0,150,0,0,0,0,62
Rous Mill,0,114,0,0,3,0,70
Rouse Hill,98,5428,235,202,4,75,1489
Rowan,0,67,0,0,0,0,13
Rowena,0,122,0,0,0,0,26
Rowlands Creek,0,26,0,0,0,0,38
Royal National Park,0,15,0,0,0,0,6
Royalla,0,545,0,9,0,0,324
Rozelle,175,3592,45,50,42,32,3754
Ruby Creek,0,25,0,0,0,7,21
Rufus,0,9,0,0,0,0,4
Rugby,0,60,0,0,0,0,16
Rukenvale,0,25,0,0,0,0,0
Run-o-Waters,0,350,0,0,0,4,77
Running Stream,0,94,0,0,0,0,14
Runnyford,0,3,0,0,0,0,12
Ruse,57,3741,35,193,0,41,1207
Rushcutters Bay,53,825,40,15,65,3,1073
Rushes Creek,0,70,0,0,0,0,18
Rushforth,0,161,0,0,0,0,64
Russell Lea,62,3403,12,32,3,8,1117
Russell Vale,24,942,0,7,0,3,483
Rutherford,51,7646,45,51,0,57,3049
Ruthven,0,56,0,4,0,3,29
Ryan (NSW),0,9,0,0,0,0,3
Rydal,0,116,0,0,0,0,43
Rydalmere,220,3628,195,297,5,51,1768
Ryde,923,14013,841,841,63,247,7398
Rye Park,0,176,0,0,0,0,41
Ryhope,0,8,0,0,0,0,14
Rylstone,0,615,9,0,0,0,202
Sackville,0,164,0,0,0,0,58
Sackville North,6,197,0,0,0,0,68
Saddleback Mountain,0,28,0,0,0,0,31
Sadleir,232,1274,38,761,0,60,435
Safety Beach (NSW),12,496,4,0,0,15,346
Salamander Bay,44,3154,13,5,6,10,1173
Salisbury (NSW),0,38,0,0,0,0,7
Salisbury Plains,0,53,0,0,0,0,27
Sallys Flat,0,8,0,0,0,0,3
Salt Ash,5,726,0,0,4,4,273
Saltwater,0,0,0,0,0,0,6
San Isidore,0,282,0,0,0,0,72
San Remo (NSW),24,2598,8,6,0,14,1381
Sancrox,15,354,0,0,0,0,143
Sanctuary Point,59,4282,5,4,6,35,2279
Sandbar,0,0,0,0,0,0,0
Sandgate (NSW),3,175,0,0,0,0,107
Sandigo,0,64,0,0,0,0,16
Sandilands (NSW),0,0,0,0,0,0,10
Sandon (NSW),0,9,0,0,0,0,4
Sandringham (NSW),20,923,5,37,3,4,167
Sandy Beach,28,1013,12,0,6,39,959
Sandy Creek (Cobar - NSW),0,26,0,0,0,0,0
Sandy Creek (Upper Hunter Shire - NSW),0,18,0,0,0,0,0
Sandy Crossing,0,16,0,0,0,0,14
Sandy Flat,0,61,0,0,0,0,21
Sandy Gully (NSW),0,19,0,0,0,0,7
Sandy Hill,0,14,0,0,0,0,7
Sandy Hollow,3,103,0,0,0,0,36
Sandy Point (NSW),6,417,0,4,0,0,127
Sanger,0,6,0,0,0,0,0
Sans Souci,175,7230,73,311,23,30,1581
Sapphire,0,27,0,0,0,0,11
Sapphire Beach,18,1132,12,4,0,24,681
Saratoga,21,2494,6,11,0,3,1108
Sassafras (NSW),5,14,0,0,0,0,12
Saumarez,0,56,0,0,0,0,22
Saumarez Ponds,0,324,0,0,0,0,82
Savernake,0,63,0,0,0,0,14
Sawpit Creek,0,0,0,0,0,0,9
Sawtell,61,2069,6,3,3,14,1249
Sawyers Gully,0,339,0,0,0,0,115
Scarborough (NSW),0,132,0,4,0,0,140
Scheyville,0,7,0,0,0,0,4
Schofields,92,2865,395,155,0,163,903
Scone,41,4093,20,29,0,14,935
Scotia,0,4,0,0,0,0,6
Scotland Island,12,245,0,0,0,4,266
Scotts Creek (NSW),0,23,0,0,0,0,0
Scotts Flat,0,31,0,0,0,0,3
Scotts Head,9,471,0,0,3,8,337
Seaforth (NSW),90,3968,18,27,19,24,2485
Seaham,0,684,0,0,0,0,239
Seahampton,6,193,0,0,4,0,85
Seal Rocks,0,18,0,0,0,0,13
Sebastopol (NSW),0,48,0,0,0,0,9
Sedgefield,0,139,0,0,0,0,24
Seelands,0,265,0,0,0,4,82
Sefton,799,2114,26,1497,0,15,897
Segenhoe,0,152,0,0,0,4,40
Seven Hills (NSW),454,10399,2064,819,15,771,3370
Seven Oaks,0,43,0,0,0,0,12
Sextonville,0,11,0,0,0,0,6
Shadforth (NSW),0,64,0,0,0,0,10
Shallow Bay,0,28,0,0,0,0,12
Shalvey,18,2157,18,149,0,21,734
Shanes Park,16,264,3,4,0,0,70
Shannon Brook,0,116,0,0,0,0,32
Shannon Vale,0,114,0,0,0,0,15
Shannondale,0,50,0,0,0,0,23
Shannons Flat,4,29,0,8,0,0,36
Shark Creek,0,15,0,0,0,0,0
Sharps Creek,0,12,0,0,0,0,0
Sheedys Gully,0,63,0,0,0,0,15
Shell Cove,41,3874,38,76,0,21,1270
Shellharbour,28,2261,0,28,0,12,859
Shellharbour City Centre,0,195,3,3,0,0,28
Shelly Beach (NSW),3,925,0,4,0,3,279
Sherwood (Clarence Valley - NSW),0,39,0,0,0,0,16
Sherwood (Kempsey - NSW),0,95,0,0,0,0,44
Sherwood (Kyogle - NSW),0,12,0,0,0,0,6
Shoal Bay (NSW),23,990,19,0,0,6,441
Shoalhaven Heads,18,1787,4,0,6,0,951
Shooters Hill,0,24,0,0,0,0,5
Shortland,51,2286,21,69,3,30,1245
Silent Grove,0,7,0,0,0,0,3
Silverdale (NSW),13,2732,0,21,0,6,625
Silverton (NSW),0,21,0,0,0,0,25
Silverwater (Lake Macquarie - NSW),4,182,0,4,0,0,90
Silverwater (Parramatta - NSW),85,1067,61,408,4,25,461
Simpkins Creek,3,13,0,0,0,0,0
Singleton (NSW),49,3411,9,13,0,11,1114
Singleton Heights,22,3078,6,19,7,14,1168
Singleton Military Area,4,129,0,4,0,0,162
Singletons Mill,0,3,0,0,0,0,0
Six Mile Swamp,0,0,0,0,0,0,0
Skennars Head,9,728,0,0,0,5,304
Skillion Flat,0,36,0,0,0,0,23
Skinners Shoot,0,30,0,0,0,0,57
Sleepy Hollow,3,39,0,0,0,0,42
Smeaton Grange,0,11,0,0,0,0,5
Smithfield (NSW),953,7699,78,984,8,98,1208
Smiths Creek (Clarence Valley - NSW),0,10,0,0,0,0,0
Smiths Creek (Kyogle - NSW),3,29,0,0,0,0,24
Smiths Creek (Tweed - NSW),9,119,3,0,0,3,120
Smiths Lake,7,647,0,0,0,0,468
Smithtown,4,387,0,0,0,0,150
Snakes Plain,0,8,0,0,0,0,0
Snowball,0,0,0,0,0,0,0
Snowy Plain,0,0,0,0,0,0,0
Sodwalls,0,52,0,0,0,0,11
Sofala,0,71,0,0,0,0,36
Soldiers Point,13,867,0,6,0,0,427
Somersby,19,637,0,7,0,6,307
Somerton (NSW),0,176,0,0,0,0,55
South Albury,22,631,54,3,0,43,479
South Arm (Clarence Valley - NSW),4,156,0,0,0,0,51
South Arm (Nambucca - NSW),4,165,0,0,0,0,115
South Ballina,0,19,0,0,0,0,12
South Bathurst,14,962,0,0,0,0,455
South Bowenfels,6,831,8,8,0,3,209
South Coogee,103,2993,17,61,336,13,1439
South Durras,0,149,3,0,0,0,130
South Golden Beach,37,145,0,0,4,0,485
South Grafton,41,3721,8,9,3,32,1674
South Granville,126,1583,92,2700,0,18,424
South Gundagai,0,630,0,0,0,0,104
South Gundurimba,4,188,0,0,0,8,90
South Guyra,0,226,0,0,0,0,65
South Hurstville,276,2423,108,342,9,18,1535
South Kempsey,7,1357,0,7,0,7,568
South Lismore,35,927,0,3,0,6,694
South Littleton,0,203,0,0,0,0,74
South Maitland,6,235,0,0,0,4,120
South Maroota,4,386,0,0,0,0,95
South Murwillumbah,13,594,17,0,0,8,369
South Nowra,23,1098,12,8,0,9,591
South Pambula,10,265,0,0,0,0,161
South Penrith,109,7874,78,144,8,76,2597
South Tamworth,35,4347,28,31,0,34,1382
South Turramurra,46,1667,42,13,18,32,1017
South Wentworthville,149,3529,555,640,0,127,706
South West Rocks,28,2990,3,5,0,10,1171
South Windsor,36,3694,12,23,7,19,1545
South Wolumla,0,103,0,0,3,0,64
Southampton (NSW),0,23,0,0,0,0,0
Southgate,0,116,0,0,0,0,51
Speers Point,34,2074,14,3,8,17,927
Speewa,0,55,0,0,0,0,32
Spencer,3,114,0,0,0,0,92
Spicers Creek,0,58,0,0,0,0,12
Spicketts Creek,0,19,0,0,0,0,18
Splitters Creek,3,181,0,0,0,0,78
Spring Creek (NSW),0,93,0,0,0,0,18
Spring Farm (NSW),53,2785,54,71,9,18,1047
Spring Flat,0,126,0,0,0,0,52
Spring Grove,0,313,0,0,0,0,102
Spring Hill (Cabonne - NSW),0,346,0,0,0,0,95
Spring Hill (Wollongong - NSW),0,0,0,0,0,0,0
Spring Mountain (NSW),0,9,0,0,0,0,0
Spring Plains,0,46,0,0,0,0,9
Spring Ridge,0,190,0,0,0,0,38
Spring Terrace,0,89,0,0,0,0,23
Springdale (NSW),0,94,0,0,0,0,35
Springdale Heights,14,1189,53,0,0,15,603
Springfield (Central Coast - NSW),53,2510,11,14,3,20,1193
Springfield (Snowy Monaro Regional - NSW),0,29,0,0,0,0,6
Springrange,0,197,0,0,0,0,74
Springside (NSW),0,209,3,0,0,0,82
Springvale (Lithgow - NSW),0,38,0,0,0,0,0
Springvale (Wagga Wagga - NSW),4,1443,0,5,0,3,212
Springwood (NSW),85,4857,12,15,18,44,2809
St Albans (NSW),0,64,0,0,0,0,42
St Andrews (NSW),95,3477,237,407,10,95,1006
St Clair (Penrith - NSW),198,13631,292,781,3,181,3435
St Clair (Singleton - NSW),0,7,0,0,0,0,0
St Fillans,0,166,0,0,0,0,50
St George (NSW),0,0,0,0,0,0,0
St Georges Basin,16,1917,0,11,6,13,759
St Helens Park,140,4206,60,260,0,33,1412
St Huberts Island,3,776,0,0,0,0,219
St Ives (NSW),391,8320,296,145,1678,193,5026
St Ives Chase,66,1648,64,15,217,21,947
St Johns Park,1602,3082,10,100,0,28,877
St Leonards (NSW),348,1715,337,91,31,56,2246
St Marys (NSW),171,7246,400,527,7,164,2395
St Peters (NSW),92,977,17,52,18,14,1584
Stanborough,0,44,0,0,0,0,21
Stanbridge,3,123,0,0,0,14,28
Stanford Merthyr,0,356,0,0,0,0,153
Stanhope (NSW),0,78,0,0,0,3,30
Stanhope Gardens,177,4996,1082,478,14,305,1533
Stanmore (NSW),180,3016,42,56,12,23,3639
Stannifer,0,39,0,0,0,0,24
Stannum,0,32,0,0,0,0,13
Stanwell Park,11,720,10,0,0,7,554
Stanwell Tops,4,310,0,0,0,3,151
State Mine Gully,0,11,0,0,0,0,3
Steam Plains,0,4,0,0,0,0,0
Steeple Flat,0,25,0,0,0,0,6
Stewarts Brook,0,25,0,0,0,0,5
Stewarts River,0,80,0,0,0,0,22
Stockinbingal,0,250,0,0,0,0,88
Stockrington,0,67,0,0,0,0,6
Stockton (NSW),30,2177,6,0,0,13,1155
Stockyard Creek (NSW),0,21,0,0,0,0,19
Stokers Siding,8,257,0,0,0,13,280
Stonehenge (NSW),0,107,0,0,0,0,15
Stonequarry,0,19,0,0,0,0,0
Stony Chute,10,35,0,0,0,0,92
Stony Creek (Bega Valley - NSW),0,72,0,0,0,0,49
Stony Creek (Mid-Western Regional - NSW),0,45,0,0,0,0,3
Stony Crossing,0,9,0,0,0,0,4
Stotts Creek,0,0,0,0,0,0,7
Stratford (NSW),0,92,8,0,0,3,38
Strathcedar,0,43,0,0,0,0,21
Stratheden,0,151,0,0,0,0,48
Strathfield (NSW),1634,10763,4170,770,23,180,6069
Strathfield South,147,1965,371,104,8,24,650
Stroud,0,659,0,0,0,0,206
Stroud Hill,0,13,0,0,0,0,8
Stroud Road,0,166,0,0,0,0,45
Stuart Town,0,149,0,0,0,0,52
Stuarts Point,4,418,0,0,0,4,256
Stubbo,0,150,0,0,0,0,50
Stud Park,0,31,0,0,0,0,4
Suffolk Park,87,1218,12,4,25,27,1821
Sugarloaf (NSW),0,40,0,0,0,0,13
Summer Hill (Dungog - NSW),0,45,0,0,0,0,10
Summer Hill (Inner West - NSW),252,2777,233,87,24,33,3149
Summer Hill Creek,7,160,0,0,0,3,33
Summer Island,0,61,0,0,0,0,28
Summerland Point,11,1646,0,8,0,4,683
Sun Valley (NSW),0,138,0,0,0,0,75
Sunny Corner,0,37,5,0,0,0,46
Sunset Strip (NSW),0,37,0,0,0,0,28
Sunshine (NSW),3,280,0,0,3,0,96
Sunshine Bay,7,837,0,5,0,5,279
Suntop,0,53,0,0,0,0,14
Surf Beach (NSW),4,1121,8,4,4,11,514
Surfside,3,822,0,6,0,5,405
Surry Hills,1047,4607,173,209,145,64,7390
Sussex Inlet,24,2412,9,0,0,3,848
Sutherland (NSW),187,6189,214,127,20,80,3092
Sutton (NSW),7,885,0,10,0,18,393
Sutton Forest,0,327,0,0,0,0,109
Swan Bay (Port Stephens - NSW),4,197,0,0,0,0,79
Swan Bay (Richmond Valley - NSW),0,146,0,0,0,0,50
Swan Creek (NSW),0,84,0,0,0,0,16
Swan Vale,0,29,0,0,0,0,13
Swanbrook,0,6,0,0,0,0,4
Swanhaven,0,124,0,0,0,0,46
Swans Crossing,0,0,0,0,0,0,0
Swansea (NSW),42,3147,3,16,4,19,1451
Swansea Heads,9,389,0,6,0,0,181
Sweetmans Creek,0,27,0,0,0,0,20
Sydenham (NSW),131,420,31,23,5,9,415
Sydney,3743,4245,571,289,77,83,5507
Sydney Olympic Park,106,466,72,98,0,4,636
Sylvania,183,7316,69,129,20,11,1983
Sylvania Waters,95,2188,30,53,0,8,611
Tabbil Creek,0,37,0,0,0,0,0
Tabbimoble,0,16,0,0,0,0,14
Tabbita,0,42,0,0,0,0,20
Table Top,0,967,0,0,0,0,330
Tabulam,5,197,0,3,0,0,209
Tacoma,3,429,0,0,0,0,147
Tacoma South,5,175,0,0,0,0,62
Tahlee,0,18,0,0,0,0,0
Tahmoor,29,3294,3,30,0,10,1266
Talarm,0,115,3,0,0,0,79
Talawanta,0,16,0,0,0,0,3
Talbingo,0,137,0,0,0,0,59
Tallawang,0,87,0,0,0,0,41
Tallimba,0,131,0,0,0,0,21
Tallong,0,537,0,0,0,4,219
Tallowal,0,0,0,0,0,0,0
Tallowwood Ridge,0,9,0,0,0,0,34
Tallwood,0,45,0,0,0,0,23
Tallwoods Village,3,433,0,0,4,5,200
Talmalmo,0,35,0,0,0,7,15
Talofa,7,32,0,0,0,0,48
Taloumbi,0,50,0,0,0,0,30
Tamarama,16,577,4,6,80,5,663
Tamban,0,36,0,0,0,0,28
Tambar Springs,0,114,0,0,0,0,32
Tambaroora,0,17,0,0,0,0,23
Taminda,0,31,0,0,0,0,16
Tamworth,7,101,0,3,0,5,48
Tanglewood,5,28,0,0,0,0,48
Tanilba Bay,15,2013,0,0,0,7,865
Tanja,3,22,0,0,0,0,116
Tannabar,0,51,0,0,0,0,7
Tannas Mount,0,29,0,0,0,0,8
Tantangara,0,0,0,0,0,0,0
Tantawangalo,0,78,0,0,0,0,46
Tantonan,0,15,0,0,0,0,11
Tapitallee,0,353,0,0,0,3,193
Tara (NSW),0,26,0,0,0,0,3
Taradale (NSW),0,23,0,0,0,0,11
Tarago,0,245,0,0,0,7,110
Taralga,3,354,0,0,0,5,66
Tarana,6,108,0,0,0,0,37
Tarban,0,6,0,0,0,0,3
Tarbuck Bay,4,76,0,0,0,0,92
Tarcutta,0,316,0,0,0,0,81
Taree,109,10494,57,47,4,50,3917
Taree South,0,200,0,0,0,0,76
Taren Point,25,1268,0,16,0,4,288
Tarlo,0,127,0,0,0,0,31
Tarraganda,4,235,0,0,0,0,82
Tarrawanna,27,1394,16,34,0,10,448
Tarriaro,0,82,0,0,0,0,27
Tarro,7,1062,0,0,0,4,419
Tascott,24,889,4,3,0,9,580
Tatham,3,140,0,0,0,0,47
Tathra,14,854,0,4,0,0,638
Tatton,12,1955,36,5,0,5,446
Taylors Arm,0,72,0,0,0,0,53
Taylors Beach (NSW),0,76,0,0,0,0,36
Taylors Flat,0,37,0,0,0,3,15
Tea Gardens,17,2086,6,0,7,4,550
Telarah,14,1505,4,0,0,7,627
Telegraph Point,5,380,3,3,0,3,160
Telopea,319,2531,125,246,9,48,1699
Temagog,0,121,0,0,0,0,91
Temora,14,3684,9,0,0,10,690
Tempe,207,1471,49,82,14,18,1421
Ten Mile Hollow,0,0,0,0,0,0,0
Tenambit,18,1911,6,8,0,13,741
Tenandra,0,59,0,0,0,0,14
Tennyson (NSW),5,266,0,0,0,0,101
Tennyson Point,22,832,17,6,3,4,229
Tenterden (NSW),0,23,0,0,0,0,6
Tenterfield,29,2706,4,4,0,12,788
Teralba,9,917,0,0,0,5,412
Terania Creek,7,33,0,0,0,3,132
Terara,11,147,0,0,0,0,60
Teridgerie,0,48,0,0,0,0,6
Termeil,0,153,0,0,0,0,84
Terrabella,0,3,0,0,0,0,12
Terrace Creek,0,19,0,0,0,0,23
Terragon,0,27,0,0,0,0,27
Terramungamine,0,202,0,0,0,0,45
Terranora,28,1835,3,0,3,13,783
Terreel,0,3,0,0,0,0,0
Terrey Hills,38,1831,9,16,13,8,881
Terrigal,111,6966,54,52,23,41,3307
Terry Hie Hie,0,49,0,0,0,0,7
Teven,0,178,0,0,0,0,78
Tewinga,0,55,0,0,0,0,16
Texas (NSW),0,31,0,0,0,0,10
Thalgarrah,0,110,0,0,0,0,50
Tharbogang,5,349,0,0,0,4,61
The Angle,0,47,0,0,0,0,28
The Bight,0,45,0,0,0,0,18
The Branch,0,47,0,0,0,4,25
The Brothers,0,24,0,0,0,0,10
The Channon,21,96,0,4,0,8,192
The Devils Wilderness,0,0,0,0,0,0,0
The Entrance,47,2381,14,30,0,39,1036
The Entrance North,8,919,4,8,0,3,403
The Freshwater,0,3,0,0,0,0,0
The Gap (Richmond Valley - NSW),0,0,0,0,0,0,0
The Gap (Wagga Wagga - NSW),0,48,0,0,0,0,8
The Glen (NSW),0,4,0,0,0,0,0
The Gulf,0,0,0,0,0,0,0
The Hatch,0,34,0,0,0,0,3
The Hill,29,768,12,13,0,18,917
The Junction,13,514,0,0,0,0,444
The Lagoon,0,156,6,0,0,0,40
The Marra,0,42,0,0,0,0,7
The Meadows,0,9,0,0,0,0,0
The Oaks,6,1830,0,14,0,0,529
The Pilliga,0,0,0,0,0,0,0
The Pinnacles,0,49,0,0,0,0,21
The Pocket,0,75,0,0,3,23,129
The Ponds,317,5491,1733,969,11,768,1660
The Ridgeway,3,79,0,0,0,0,70
The Risk,0,32,0,0,0,0,25
The Rock,0,784,0,0,0,0,298
The Rocks (Bathurst Regional - NSW),0,44,0,0,0,0,15
The Rocks (Sydney - NSW),13,257,13,7,0,6,228
The Sandon,0,0,0,0,0,0,5
The Slopes,0,224,0,0,0,0,75
The Whiteman,0,100,0,0,0,0,33
Theresa Creek (NSW),0,37,0,0,0,0,25
Theresa Park,4,435,0,0,0,0,60
Thirldene,0,6,0,0,0,0,0
Thirlmere,28,2719,5,22,0,10,954
Thirroul,48,3196,13,10,4,16,2340
Thora,5,125,0,0,0,3,146
Thornleigh,187,4789,264,60,14,56,2454
Thornton (NSW),45,5684,11,32,0,29,1846
Thrumster,5,275,5,0,0,0,108
Thuddungra,0,99,0,0,0,0,10
Thule,0,17,0,0,0,0,13
Thumb Creek,0,3,0,0,0,0,12
Thurgoona,88,5455,52,22,3,36,2456
Thyra,0,5,0,0,0,0,0
Tianjara,0,0,0,0,0,0,0
Tibbuc,0,16,0,0,0,3,11
Tibooburra,0,88,0,0,0,0,35
Tichborne,0,46,0,0,0,0,8
Tichular,0,5,0,0,0,0,0
Tighes Hill,23,676,5,13,0,10,792
Tilba Tilba,3,40,0,0,0,0,49
Tilbuster,0,37,0,0,0,0,10
Tilligerry Creek,0,0,0,0,0,0,0
Tilpa,0,30,0,0,0,0,10
Timbarra (NSW),0,11,0,0,0,0,21
Timbillica,0,5,0,0,0,0,0
Timbumburi,5,101,0,0,0,0,30
Timor (NSW),0,34,0,0,0,0,12
Tindarey,0,18,0,0,0,0,8
Tinderry,0,27,0,0,0,0,20
Tingha,4,572,0,0,0,4,162
Tingira Heights,13,1363,0,0,0,9,572
Tinonee,17,659,3,0,0,3,289
Tinpot,0,0,0,0,0,0,0
Tintenbar,6,386,5,0,0,9,298
Tintinhull,0,303,0,0,0,0,74
Tiona,0,4,0,0,0,0,0
Tipperary (NSW),0,14,0,0,0,0,12
Tiri,0,3,0,0,0,0,0
Tirrannaville,0,165,0,0,0,0,36
Titaatee Creek,0,13,0,0,0,0,4
Tocal (NSW),0,28,0,0,0,0,20
Tocumwal,4,1716,3,0,0,10,699
Tolland,19,2162,18,47,0,13,795
Tolwong,0,0,0,0,0,0,0
Tomago,4,156,0,0,0,0,63
Tomakin,13,540,0,0,5,0,299
Tomalla,0,15,0,0,0,0,5
Tombong,0,10,0,0,0,0,3
Tomboye,0,22,0,0,0,0,9
Tomerong,14,548,0,0,0,4,391
Tomewin,4,37,0,0,0,4,42
Tomingley,0,212,9,0,0,4,41
Tomki,0,61,0,0,0,0,12
Toms Creek,0,19,0,0,0,0,10
Tonderburine,0,46,0,0,0,0,12
Tongarra,3,69,0,0,0,0,27
