,SSC,variable,value,sortOrder
63089,Fortitude Valley,$400-424,250,16
63090,Fraser Island,$400-424,4,16
63091,Frenchville,$400-424,34,16
63092,Freshwater (Qld),$400-424,12,16
63093,Gailes,$400-424,3,16
63094,Gatton,$400-424,21,16
63095,Gaven,$400-424,8,16
63096,Gaythorne,$400-424,83,16
63097,Geebung,$400-424,66,16
63098,Gilston,$400-424,5,16
63099,Gladstone Central,$400-424,10,16
63100,Glass House Mountains,$400-424,39,16
63101,Glen Eden,$400-424,8,16
63102,Gleneagle,$400-424,13,16
63103,Glenella,$400-424,53,16
63104,Glenore Grove,$400-424,5,16
63105,Glenvale,$400-424,65,16
63106,Godwin Beach,$400-424,4,16
63107,Golden Beach (Qld),$400-424,78,16
63108,Gooburrum,$400-424,5,16
63109,Goodna,$400-424,18,16
63110,Goondiwindi,$400-424,7,16
63111,Gordon Park,$400-424,59,16
63112,Gordonvale,$400-424,12,16
63113,Gowrie Junction,$400-424,9,16
63114,Gracemere,$400-424,19,16
63115,Graceville,$400-424,37,16
63116,Grange (Qld),$400-424,29,16
63117,Grasstree Beach,$400-424,5,16
63118,Greenbank,$400-424,40,16
63119,Greenslopes,$400-424,181,16
63120,Griffin,$400-424,415,16
63121,Gulliver,$400-424,10,16
63122,Gumdale,$400-424,5,16
63123,Gympie,$400-424,8,16
63124,Hamilton (Qld),$400-424,187,16
63125,Hampton (Qld),$400-424,5,16
63126,Happy Valley (Qld),$400-424,11,16
63127,Harristown,$400-424,14,16
63128,Harrisville,$400-424,3,16
63129,Hatton Vale,$400-424,7,16
63130,Hawthorne,$400-424,63,16
63131,Hay Point,$400-424,6,16
63132,Healy,$400-424,14,16
63133,Heathwood,$400-424,31,16
63134,Heatley,$400-424,14,16
63135,Helensvale,$400-424,108,16
63136,Hemmant,$400-424,25,16
63137,Hendra,$400-424,30,16
63138,Heritage Park,$400-424,97,16
63139,Hermit Park,$400-424,12,16
63140,Herston,$400-424,31,16
63141,Hidden Valley (Qld),$400-424,7,16
63142,Highfields (Qld),$400-424,77,16
63143,Highgate Hill,$400-424,99,16
63144,Highland Park,$400-424,48,16
63145,Highworth,$400-424,7,16
63146,Hillcrest (Qld),$400-424,89,16
63147,Holland Park,$400-424,98,16
63148,Holland Park West,$400-424,98,16
63149,Holloways Beach,$400-424,22,16
63150,Hollywell,$400-424,19,16
63151,Holmview,$400-424,94,16
63152,Hope Island,$400-424,129,16
63153,Horseshoe Bay,$400-424,4,16
63154,Hyde Park (Qld),$400-424,4,16
63155,Idalia,$400-424,111,16
63156,Ilkley,$400-424,4,16
63157,Inala,$400-424,38,16
63158,Indooroopilly,$400-424,202,16
63159,Ingham,$400-424,9,16
63160,Innes Park,$400-424,10,16
63161,Innisfail,$400-424,7,16
63162,Innisfail Estate,$400-424,5,16
63163,Ipswich,$400-424,6,16
63164,Jacobs Well,$400-424,10,16
63165,Jamboree Heights,$400-424,61,16
63166,Jensen,$400-424,8,16
63167,Jimboomba,$400-424,113,16
63168,Jindalee (Qld),$400-424,48,16
63169,Jondaryan,$400-424,5,16
63170,Jones Hill,$400-424,4,16
63171,Joyner,$400-424,47,16
63172,Jubilee Pocket,$400-424,32,16
63173,Kalinga,$400-424,9,16
63174,Kalkie,$400-424,10,16
63175,Kallangur,$400-424,313,16
63176,Kamerunga,$400-424,9,16
63177,Kangaroo Point (Qld),$400-424,147,16
63178,Kanimbla (Qld),$400-424,18,16
63179,Karalee,$400-424,28,16
63180,Karana Downs,$400-424,30,16
63181,Karrabin,$400-424,4,16
63182,Kawana,$400-424,9,16
63183,Kawungan,$400-424,16,16
63184,Kearneys Spring,$400-424,56,16
63185,Kedron,$400-424,167,16
63186,Kelso (Qld),$400-424,20,16
63187,Kelvin Grove,$400-424,228,16
63188,Kenmore,$400-424,55,16
63189,Kenmore Hills,$400-424,5,16
63190,Keperra,$400-424,74,16
63191,Kepnock,$400-424,9,16
63192,Kewarra Beach,$400-424,76,16
63193,Kilcoy,$400-424,3,16
63194,Kin Kora,$400-424,8,16
63195,Kingaroy,$400-424,4,16
63196,Kings Beach,$400-424,42,16
63197,Kingsthorpe,$400-424,4,16
63198,Kingston (Qld),$400-424,46,16
63199,Kippa-Ring,$400-424,68,16
63200,Kirkwood,$400-424,5,16
63201,Kirwan,$400-424,139,16
63202,Kleinton,$400-424,38,16
63203,Koongal,$400-424,9,16
63204,Kooralbyn,$400-424,7,16
63205,Kulgun,$400-424,5,16
63206,Kuluin,$400-424,21,16
63207,Kuraby,$400-424,80,16
63208,Kuranda,$400-424,12,16
63209,Kureelpa,$400-424,4,16
63210,Kurwongbah,$400-424,5,16
63211,Labrador,$400-424,259,16
63212,Laguna Quays,$400-424,3,16
63213,Laidley,$400-424,3,16
63214,Lake Macdonald,$400-424,11,16
63215,Lammermoor,$400-424,29,16
63216,Landsborough (Qld),$400-424,29,16
63217,Lawnton,$400-424,32,16
63218,Leichhardt (Qld),$400-424,5,16
63219,Little Mountain,$400-424,113,16
63220,Logan Central,$400-424,21,16
63221,Logan Reserve,$400-424,117,16
63222,Logan Village,$400-424,31,16
63223,Loganholme,$400-424,58,16
63224,Loganlea,$400-424,133,16
63225,Longreach (Qld),$400-424,3,16
63226,Lota,$400-424,35,16
63227,Lower Beechmont,$400-424,8,16
63228,Lowood,$400-424,5,16
63229,Lutwyche,$400-424,112,16
63230,Macgregor (Qld),$400-424,55,16
63231,Mackay,$400-424,29,16
63232,Mackay Harbour,$400-424,17,16
63233,Mackenzie (Brisbane - Qld),$400-424,4,16
63234,Main Beach,$400-424,65,16
63235,Maleny,$400-424,23,16
63236,Mandalay,$400-424,8,16
63237,Mango Hill,$400-424,140,16
63238,Manly (Qld),$400-424,50,16
63239,Manly West,$400-424,191,16
63240,Manoora (Qld),$400-424,11,16
63241,Mansfield (Qld),$400-424,107,16
63242,Manunda,$400-424,10,16
63243,Mapleton,$400-424,10,16
63244,Marcoola,$400-424,82,16
63245,Marcus Beach,$400-424,6,16
63246,Mareeba,$400-424,44,16
63247,Margate (Qld),$400-424,68,16
63248,Marian,$400-424,33,16
63249,Maroochy River,$400-424,12,16
63250,Maroochydore,$400-424,269,16
63251,Marsden,$400-424,275,16
63252,Maryborough (Qld),$400-424,8,16
63253,Maudsland,$400-424,40,16
63254,McDowall,$400-424,53,16
63255,Meadowbrook,$400-424,62,16
63256,Meikleville Hill,$400-424,5,16
63257,Menzies (Qld),$400-424,19,16
63258,Meridan Plains,$400-424,70,16
63259,Meringandan West,$400-424,13,16
63260,Mermaid Beach,$400-424,186,16
63261,Mermaid Waters,$400-424,91,16
63262,Merrimac,$400-424,145,16
63263,Miami,$400-424,112,16
63264,Middle Park (Qld),$400-424,35,16
63265,Middle Ridge,$400-424,97,16
63266,Millbank (Qld),$400-424,6,16
63267,Milton (Qld),$400-424,62,16
63268,Minden,$400-424,3,16
63269,Minyama,$400-424,22,16
63270,Mirani,$400-424,5,16
63271,Mission Beach,$400-424,4,16
63272,Mitchell (Qld),$400-424,4,16
63273,Mitchelton,$400-424,107,16
63274,Moffat Beach,$400-424,35,16
63275,Moggill,$400-424,60,16
63276,Molendinar,$400-424,50,16
63277,Montville,$400-424,7,16
63278,Mooloolaba,$400-424,113,16
63279,Mooloolah Valley,$400-424,14,16
63280,Moore Park Beach,$400-424,8,16
63281,Mooroobool,$400-424,43,16
63282,Moorooka,$400-424,214,16
63283,Moranbah,$400-424,58,16
63284,Morayfield,$400-424,40,16
63285,Morningside,$400-424,229,16
63286,Mornington (Qld),$400-424,15,16
63287,Mossman,$400-424,12,16
63288,Mount Coolum,$400-424,47,16
63289,Mount Cotton,$400-424,32,16
63290,Mount Crosby,$400-424,5,16
63291,Mount Gravatt,$400-424,63,16
63292,Mount Gravatt East,$400-424,236,16
63293,Mount Julian,$400-424,3,16
63294,Mount Lofty,$400-424,16,16
63295,Mount Louisa,$400-424,121,16
63296,Mount Low,$400-424,26,16
63297,Mount Nebo,$400-424,5,16
63298,Mount Ommaney,$400-424,7,16
63299,Mount Pleasant (Mackay - Qld),$400-424,27,16
63300,Mount Pleasant (Moreton Bay - Qld),$400-424,3,16
63301,Mount Sheridan (Qld),$400-424,91,16
63302,Mount Tarampa,$400-424,4,16
63303,Mount Warren Park,$400-424,40,16
63304,Mountain Creek (Qld),$400-424,179,16
63305,Moura,$400-424,7,16
63306,Mudgeeraba,$400-424,121,16
63307,Mudjimba,$400-424,85,16
63308,Mulambin,$400-424,10,16
63309,Mundingburra,$400-424,17,16
63310,Mundoolun,$400-424,6,16
63311,Mundubbera,$400-424,5,16
63312,Munruben,$400-424,13,16
63313,Murarrie,$400-424,59,16
63314,Murrumba Downs,$400-424,95,16
63315,Mysterton,$400-424,3,16
63316,Nambour,$400-424,106,16
63317,Narangba,$400-424,269,16
63318,Nathan,$400-424,16,16
63319,Nelly Bay,$400-424,5,16
63320,Nerang,$400-424,311,16
63321,New Auckland,$400-424,27,16
63322,New Beith,$400-424,3,16
63323,New Farm,$400-424,262,16
63324,Newmarket,$400-424,71,16
63325,Newport (Qld),$400-424,5,16
63326,Newstead (Qld),$400-424,62,16
63327,Newtown (Toowoomba - Qld),$400-424,12,16
63328,Nikenbah,$400-424,3,16
63329,Ninderry,$400-424,7,16
63330,Ningi,$400-424,25,16
63331,Noosa Heads,$400-424,53,16
63332,Noosaville,$400-424,94,16
63333,Norman Gardens,$400-424,74,16
63334,Norman Park,$400-424,94,16
63335,North Arm (Qld),$400-424,3,16
63336,North Ipswich,$400-424,6,16
63337,North Lakes,$400-424,567,16
63338,North Mackay,$400-424,19,16
63339,North Maclean,$400-424,11,16
63340,North Maleny,$400-424,4,16
63341,North Toowoomba,$400-424,8,16
63342,North Ward,$400-424,56,16
63343,Northgate (Qld),$400-424,82,16
63344,Nudgee,$400-424,22,16
63345,Nundah,$400-424,393,16
63346,O'Connell (Qld),$400-424,4,16
63347,Oak Valley,$400-424,7,16
63348,Oakey,$400-424,4,16
63349,Ocean View,$400-424,3,16
63350,One Mile (Qld),$400-424,5,16
63351,Oonoonba,$400-424,4,16
63352,Ooralea,$400-424,71,16
63353,Ormeau,$400-424,465,16
63354,Ormeau Hills,$400-424,64,16
63355,Ormiston,$400-424,39,16
63356,Oxenford,$400-424,133,16
63357,Oxley (Qld),$400-424,140,16
63358,Pacific Heights,$400-424,13,16
63359,Pacific Paradise,$400-424,25,16
63360,Pacific Pines,$400-424,356,16
63361,Paddington (Qld),$400-424,118,16
63362,Pallarenda,$400-424,8,16
63363,Palm Beach (Qld),$400-424,198,16
63364,Palm Cove,$400-424,32,16
63365,Palmview,$400-424,6,16
63366,Palmwoods (Qld),$400-424,52,16
63367,Paradise Point,$400-424,47,16
63368,Park Avenue,$400-424,3,16
63369,Park Ridge,$400-424,11,16
63370,Park Ridge South,$400-424,6,16
63371,Parkhurst,$400-424,19,16
63372,Parkinson,$400-424,106,16
63373,Parkside (Qld),$400-424,10,16
63374,Parkwood (Qld),$400-424,91,16
63375,Parramatta Park,$400-424,25,16
63376,Parrearra,$400-424,70,16
63377,Peachester,$400-424,6,16
63378,Pelican Waters,$400-424,26,16
63379,Peregian Beach,$400-424,41,16
63380,Peregian Springs,$400-424,25,16
63381,Petrie,$400-424,52,16
63382,Petrie Terrace,$400-424,12,16
63383,Pialba,$400-424,9,16
63384,Pimlico (Qld),$400-424,9,16
63385,Pimpama,$400-424,486,16
63386,Pine Mountain (Qld),$400-424,6,16
63387,Pinkenba,$400-424,5,16
63388,Pioneer (Qld),$400-424,11,16
63389,Pittsworth,$400-424,3,16
63390,Placid Hills,$400-424,5,16
63391,Plainland,$400-424,5,16
63392,Point Arkwright,$400-424,4,16
63393,Point Lookout,$400-424,11,16
63394,Point Vernon,$400-424,9,16
63395,Pomona (Qld),$400-424,24,16
63396,Port Douglas,$400-424,39,16
63397,Postmans Ridge,$400-424,6,16
63398,Proserpine,$400-424,10,16
63399,Raceview,$400-424,21,16
63400,Railway Estate,$400-424,13,16
63401,Rainbow Beach,$400-424,8,16
63402,Rangeville,$400-424,45,16
63403,Rangewood,$400-424,3,16
63404,Ransome,$400-424,7,16
63405,Rasmussen,$400-424,10,16
63406,Red Hill (Brisbane - Qld),$400-424,45,16
63407,Redbank Plains,$400-424,52,16
63408,Redcliffe (Qld),$400-424,88,16
63409,Redland Bay,$400-424,99,16
63410,Redlynch,$400-424,98,16
63411,Reedy Creek (Qld),$400-424,33,16
63412,Reesville,$400-424,3,16
63413,Regency Downs,$400-424,9,16
63414,Regents Park (Qld),$400-424,182,16
63415,Reid River,$400-424,4,16
63416,Richlands (Qld),$400-424,46,16
63417,Richmond (Mackay - Qld),$400-424,3,16
63418,Richmond Hill (Qld),$400-424,3,16
63419,Rifle Range,$400-424,5,16
63420,Ripley,$400-424,7,16
63421,River Heads,$400-424,3,16
63422,Riverhills,$400-424,76,16
63423,Riverview (Qld),$400-424,5,16
63424,Robertson (Qld),$400-424,63,16
63425,Robina,$400-424,298,16
63426,Rochedale,$400-424,9,16
63427,Rochedale South,$400-424,150,16
63428,Rockhampton City,$400-424,9,16
63429,Rocklea (Qld),$400-424,22,16
63430,Rockville,$400-424,6,16
63431,Rocky Point (Weipa - Qld),$400-424,6,16
63432,Roma,$400-424,27,16
63433,Rosemount,$400-424,3,16
63434,Rosenthal Heights,$400-424,11,16
63435,Rosewood (Qld),$400-424,7,16
63436,Rosslea,$400-424,4,16
63437,Rosslyn,$400-424,3,16
63438,Rothwell,$400-424,165,16
63439,Runaway Bay,$400-424,87,16
63440,Runcorn,$400-424,282,16
63441,Rural View,$400-424,52,16
63442,Russell Island,$400-424,3,16
63443,Salisbury (Qld),$400-424,81,16
63444,Sandgate (Qld),$400-424,41,16
63445,Sandstone Point,$400-424,29,16
63446,Sarina,$400-424,14,16
63447,Sarina Beach,$400-424,6,16
63448,Saunders Beach,$400-424,4,16
63449,Scarborough (Qld),$400-424,64,16
63450,Scarness,$400-424,4,16
63451,Seven Hills (Qld),$400-424,24,16
63452,Seventeen Mile Rocks,$400-424,53,16
63453,Seventy Mile,$400-424,5,16
63454,Shailer Park,$400-424,71,16
63455,Shaw,$400-424,9,16
63456,Shelly Beach (Sunshine Coast - Qld),$400-424,7,16
63457,Sherwood (Qld),$400-424,89,16
63458,Shoal Point,$400-424,7,16
63459,Shorncliffe,$400-424,3,16
63460,Silkstone,$400-424,3,16
63461,Sinnamon Park,$400-424,57,16
63462,Sippy Downs,$400-424,154,16
63463,Slacks Creek,$400-424,37,16
63464,Slade Point,$400-424,16,16
63465,Smithfield (Qld),$400-424,75,16
63466,Soldiers Hill (Qld),$400-424,33,16
63467,South Brisbane,$400-424,93,16
63468,South Gladstone,$400-424,9,16
63469,South Mackay,$400-424,23,16
63470,South Maclean,$400-424,13,16
63471,South Mission Beach,$400-424,9,16
63472,South Ripley,$400-424,15,16
63473,South Toowoomba,$400-424,7,16
63474,South Townsville,$400-424,22,16
63475,Southbrook,$400-424,4,16
63476,Southern Cross (Qld),$400-424,5,16
63477,Southport (Qld),$400-424,656,16
63478,Southside,$400-424,4,16
63479,Speewah,$400-424,5,16
63480,Spring Creek (Lockyer Valley - Qld),$400-424,4,16
63481,Spring Hill (Qld),$400-424,109,16
63482,Springbrook,$400-424,4,16
63483,Springfield (Ipswich - Qld),$400-424,100,16
63484,Springfield Lakes,$400-424,530,16
63485,Springwood (Qld),$400-424,84,16
63486,St George (Qld),$400-424,7,16
63487,St Lucia,$400-424,221,16
63488,Stafford,$400-424,189,16
63489,Stafford Heights,$400-424,80,16
63490,Stanthorpe,$400-424,5,16
63491,Stapylton,$400-424,6,16
63492,Steiglitz (Qld),$400-424,4,16
63493,Stockleigh,$400-424,7,16
63494,Stony Creek (Qld),$400-424,6,16
63495,Stratford (Qld),$400-424,6,16
63496,Strathpine,$400-424,60,16
63497,Stretton,$400-424,10,16
63498,Sumner,$400-424,11,16
63499,Sunnybank,$400-424,127,16
63500,Sunnybank Hills,$400-424,254,16
63501,Sunrise Beach,$400-424,42,16
63502,Sunset,$400-424,39,16
63503,Sunshine Acres,$400-424,6,16
63504,Sunshine Beach,$400-424,25,16
63505,Surfers Paradise,$400-424,420,16
63506,Svensson Heights,$400-424,3,16
63507,Taigum,$400-424,131,16
63508,Tallai,$400-424,3,16
63509,Tallebudgera,$400-424,5,16
63510,Tallebudgera Valley,$400-424,4,16
63511,Tallegalla,$400-424,3,16
63512,Tamborine,$400-424,5,16
63513,Tamborine Mountain,$400-424,61,16
63514,Tanah Merah,$400-424,46,16
63515,Tanawha,$400-424,7,16
63516,Tannum Sands,$400-424,27,16
63517,Taranganba,$400-424,21,16
63518,Taringa,$400-424,198,16
63519,Taroomball,$400-424,25,16
63520,Tarragindi,$400-424,87,16
63521,Telina,$400-424,9,16
63522,Teneriffe,$400-424,89,16
63523,Tennyson (Qld),$400-424,9,16
63524,Tewantin,$400-424,132,16
63525,Thagoona,$400-424,3,16
63526,The Dawn,$400-424,5,16
63527,The Gap (Brisbane - Qld),$400-424,95,16
63528,The Gap (Mount Isa - Qld),$400-424,7,16
63529,The Range (Qld),$400-424,16,16
63530,Thorneside,$400-424,36,16
63531,Thornlands,$400-424,162,16
63532,Thornton (Qld),$400-424,4,16
63533,Thulimbah,$400-424,3,16
63534,Thuringowa Central,$400-424,14,16
63535,Thursday Island,$400-424,12,16
63536,Tin Can Bay,$400-424,4,16
63537,Tinana,$400-424,3,16
63538,Tinaroo,$400-424,4,16
63539,Tingalpa,$400-424,158,16
63540,Tolga,$400-424,9,16
63541,Toll,$400-424,9,16
63542,Toowong,$400-424,264,16
63543,Torquay (Qld),$400-424,20,16
63544,Torrington (Qld),$400-424,7,16
63545,Townsville City,$400-424,75,16
63546,Townview,$400-424,25,16
63547,Trinity Beach,$400-424,83,16
63548,Trinity Park,$400-424,78,16
63549,Trunding,$400-424,4,16
63550,Tugun,$400-424,86,16
63551,Tully,$400-424,6,16
63552,Twin Waters,$400-424,8,16
63553,Underwood (Qld),$400-424,97,16
63554,Upper Brookfield,$400-424,4,16
63555,Upper Caboolture,$400-424,6,16
63556,Upper Coomera,$400-424,852,16
63557,Upper Kedron,$400-424,4,16
63558,Upper Mount Gravatt,$400-424,213,16
63559,Urangan,$400-424,31,16
63560,Urraween,$400-424,26,16
63561,Valdora,$400-424,6,16
63562,Valentine Plains,$400-424,4,16
63563,Varsity Lakes,$400-424,277,16
63564,Veresdale Scrub,$400-424,3,16
63565,Verrierdale,$400-424,8,16
63566,Victoria Point (Qld),$400-424,134,16
63567,Vincent,$400-424,3,16
63568,Virginia (Qld),$400-424,26,16
63569,Wakerley,$400-424,141,16
63570,Walkerston,$400-424,18,16
63571,Walkervale,$400-424,5,16
63572,Wallu,$400-424,5,16
63573,Wamuran,$400-424,9,16
63574,Wandal,$400-424,12,16
63575,Wandoan,$400-424,4,16
63576,Warana,$400-424,63,16
63577,Warner,$400-424,159,16
63578,Warwick (Qld),$400-424,3,16
63579,Washpool (Qld),$400-424,3,16
63580,Waterford (Qld),$400-424,230,16
63581,Waterford West,$400-424,45,16
63582,Wavell Heights,$400-424,137,16
63583,Wellington Point,$400-424,100,16
63584,West End (Brisbane - Qld),$400-424,136,16
63585,West End (Townsville - Qld),$400-424,32,16
63586,West Gladstone,$400-424,11,16
63587,West Mackay,$400-424,28,16
63588,West Rockhampton,$400-424,3,16
63589,West Woombye,$400-424,4,16
63590,Westbrook (Qld),$400-424,47,16
63591,Westcourt,$400-424,62,16
63592,Westlake,$400-424,17,16
63593,White Rock (Cairns - Qld),$400-424,22,16
63594,Whitfield (Qld),$400-424,35,16
63595,Whitsundays,$400-424,4,16
63596,Willow Vale (Qld),$400-424,102,16
63597,Wilsonton,$400-424,7,16
63598,Wilsonton Heights,$400-424,7,16
63599,Wilston,$400-424,40,16
63600,Windaroo,$400-424,28,16
63601,Windsor (Qld),$400-424,111,16
63602,Winston,$400-424,8,16
63603,Wishart (Qld),$400-424,123,16
63604,Withcott,$400-424,9,16
63605,Witta,$400-424,6,16
63606,Wondunna,$400-424,8,16
63607,Wongaling Beach,$400-424,8,16
63608,Wonglepong,$400-424,5,16
63609,Woodend (Qld),$400-424,8,16
63610,Woodford (Qld),$400-424,7,16
63611,Woodgate,$400-424,11,16
63612,Woodridge (Qld),$400-424,20,16
63613,Woodwark,$400-424,3,16
63614,Woody Point,$400-424,39,16
63615,Woolloongabba,$400-424,114,16
63616,Wooloowin,$400-424,65,16
63617,Woombye,$400-424,28,16
63618,Woorim,$400-424,13,16
63619,Woree,$400-424,18,16
63620,Worongary,$400-424,36,16
63621,Wulguru,$400-424,20,16
63622,Wulkuraka,$400-424,3,16
63623,Wurtulla,$400-424,97,16
63624,Wynnum,$400-424,236,16
63625,Wynnum West,$400-424,380,16
63626,Yamanto,$400-424,8,16
63627,Yandina,$400-424,20,16
63628,Yaroomba,$400-424,8,16
63629,Yarrabilba,$400-424,204,16
63630,Yeerongpilly,$400-424,51,16
63631,Yeppoon,$400-424,50,16
63632,Yeronga,$400-424,102,16
63633,Yorkeys Knob,$400-424,28,16
63634,Yugar,$400-424,3,16
63635,Yungaburra,$400-424,6,16
63636,Zillmere,$400-424,129,16
63637,Zilzie,$400-424,19,16
63638,Aberfoyle Park,$400-424,30,16
63639,Adelaide,$400-424,366,16
63640,Albert Park (SA),$400-424,3,16
63641,Alberton (SA),$400-424,5,16
63642,Aldgate,$400-424,13,16
63643,Aldinga Beach,$400-424,28,16
63644,Allenby Gardens,$400-424,10,16
63645,Andrews Farm,$400-424,7,16
63646,Angle Park,$400-424,5,16
63647,Angle Vale,$400-424,3,16
63648,Armagh,$400-424,4,16
63649,Ascot Park,$400-424,44,16
63650,Ashford (SA),$400-424,3,16
63651,Athelstone,$400-424,23,16
63652,Athol Park,$400-424,10,16
63653,Balhannah,$400-424,9,16
63654,Beaumont (SA),$400-424,12,16
63655,Bedford Park,$400-424,15,16
63656,Belair,$400-424,19,16
63657,Bellevue Heights,$400-424,6,16
63658,Berri,$400-424,7,16
63659,Beulah Park,$400-424,21,16
63660,Beverley (SA),$400-424,3,16
63661,Birkenhead,$400-424,3,16
63662,Black Forest,$400-424,13,16
63663,Blackwood (SA),$400-424,13,16
63664,Blair Athol (SA),$400-424,38,16
63665,Blakeview,$400-424,15,16
63666,Bowden,$400-424,26,16
63667,Bridgewater (SA),$400-424,19,16
63668,Brighton (SA),$400-424,22,16
63669,Broadview,$400-424,32,16
63670,Brompton,$400-424,108,16
63671,Brooklyn Park,$400-424,29,16
63672,Burnside (SA),$400-424,19,16
63673,Burton (SA),$400-424,14,16
63674,Camden Park (SA),$400-424,28,16
63675,Campbelltown (SA),$400-424,63,16
63676,Carey Gully,$400-424,4,16
63677,Ceduna,$400-424,4,16
63678,Cheltenham (SA),$400-424,7,16
63679,Christies Beach,$400-424,22,16
63680,Clapham,$400-424,8,16
63681,Clare (SA),$400-424,3,16
63682,Clarence Gardens,$400-424,23,16
63683,Clarence Park,$400-424,15,16
63684,Clearview,$400-424,21,16
63685,Clovelly Park,$400-424,32,16
63686,College Park,$400-424,3,16
63687,Collinswood,$400-424,7,16
63688,Colonel Light Gardens,$400-424,8,16
63689,Coromandel Valley,$400-424,12,16
63690,Cowandilla,$400-424,22,16
63691,Crafers,$400-424,6,16
63692,Craigburn Farm,$400-424,4,16
63693,Craigmore,$400-424,16,16
63694,Croydon (SA),$400-424,5,16
63695,Croydon Park (SA),$400-424,27,16
63696,Cumberland Park,$400-424,12,16
63697,Darlington (SA),$400-424,3,16
63698,Daw Park,$400-424,9,16
63699,Dernancourt,$400-424,15,16
63700,Devon Park (SA),$400-424,12,16
63701,Dover Gardens,$400-424,45,16
63702,Dudley Park (SA),$400-424,4,16
63703,Dulwich,$400-424,8,16
63704,Eastwood (SA),$400-424,3,16
63705,Eden Hills,$400-424,18,16
63706,Edwardstown,$400-424,42,16
63707,Elizabeth North,$400-424,6,16
63708,Elizabeth South,$400-424,3,16
63709,Elizabeth Vale,$400-424,4,16
63710,Enfield (SA),$400-424,33,16
63711,Erindale,$400-424,4,16
63712,Ethelton,$400-424,8,16
63713,Evandale (SA),$400-424,7,16
63714,Evanston,$400-424,5,16
63715,Evanston Park,$400-424,14,16
63716,Everard Park,$400-424,4,16
63717,Exeter (SA),$400-424,4,16
63718,Fairview Park,$400-424,7,16
63719,Felixstow,$400-424,11,16
63720,Ferryden Park,$400-424,18,16
63721,Findon,$400-424,57,16
63722,Firle,$400-424,8,16
63723,Flagstaff Hill,$400-424,40,16
63724,Flinders Park,$400-424,36,16
63725,Forestville (SA),$400-424,15,16
63726,Forreston,$400-424,3,16
63727,Freeling,$400-424,5,16
63728,Frewville,$400-424,6,16
63729,Fulham (SA),$400-424,10,16
63730,Fulham Gardens,$400-424,45,16
63731,Fullarton,$400-424,24,16
63732,Gawler Belt,$400-424,3,16
63733,Gawler East,$400-424,8,16
63734,Gilberton (SA),$400-424,16,16
63735,Gilles Plains,$400-424,26,16
63736,Glandore,$400-424,20,16
63737,Glanville,$400-424,5,16
63738,Glen Osmond,$400-424,8,16
63739,Glenalta,$400-424,6,16
63740,Glenelg (SA),$400-424,41,16
63741,Glenelg East,$400-424,21,16
63742,Glenelg North,$400-424,55,16
63743,Glenelg South,$400-424,22,16
63744,Glengowrie,$400-424,27,16
63745,Glenside,$400-424,16,16
63746,Glenunga,$400-424,6,16
63747,Glynde,$400-424,15,16
63748,Golden Grove,$400-424,31,16
63749,Goodwood (SA),$400-424,21,16
63750,Grange (SA),$400-424,23,16
63751,Greenacres,$400-424,22,16
63752,Greenwith,$400-424,23,16
63753,Gulfview Heights,$400-424,9,16
63754,Hackney,$400-424,8,16
63755,Hahndorf,$400-424,9,16
63756,Hallett Cove,$400-424,52,16
63757,Hampstead Gardens,$400-424,10,16
63758,Happy Valley (SA),$400-424,30,16
63759,Hawthorn (SA),$400-424,3,16
63760,Hawthorndene,$400-424,12,16
63761,Hayborough,$400-424,6,16
63762,Hazelwood Park,$400-424,9,16
63763,Heathfield,$400-424,4,16
63764,Hectorville,$400-424,27,16
63765,Hendon (SA),$400-424,7,16
63766,Henley Beach,$400-424,40,16
63767,Henley Beach South,$400-424,15,16
63768,Hewett,$400-424,24,16
63769,Highbury (SA),$400-424,25,16
63770,Highgate (SA),$400-424,8,16
63771,Highland Valley,$400-424,4,16
63772,Hillbank,$400-424,10,16
63773,Hillcrest (SA),$400-424,26,16
63774,Hillier,$400-424,3,16
63775,Hilton (SA),$400-424,8,16
63776,Holden Hill,$400-424,6,16
63777,Hope Valley (SA),$400-424,14,16
63778,Hove,$400-424,16,16
63779,Hyde Park (SA),$400-424,9,16
63780,Ingle Farm,$400-424,9,16
63781,Ironbank,$400-424,6,16
63782,Joslin,$400-424,4,16
63783,Kensington (SA),$400-424,30,16
63784,Kensington Gardens,$400-424,6,16
63785,Kensington Park,$400-424,13,16
63786,Kent Town,$400-424,11,16
63787,Keswick,$400-424,10,16
63788,Kidman Park,$400-424,11,16
63789,Kilburn,$400-424,17,16
63790,Kilkenny,$400-424,7,16
63791,Kings Park (SA),$400-424,3,16
63792,Kingswood (SA),$400-424,5,16
63793,Klemzig,$400-424,58,16
63794,Kurralta Park,$400-424,32,16
63795,Largs Bay,$400-424,18,16
63796,Largs North,$400-424,35,16
63797,Leabrook,$400-424,3,16
63798,Lewiston,$400-424,5,16
63799,Linden Park,$400-424,4,16
63800,Littlehampton,$400-424,15,16
63801,Lobethal,$400-424,4,16
63802,Lockleys,$400-424,31,16
63803,Lower Mitcham,$400-424,10,16
63804,Lyndoch,$400-424,4,16
63805,Macclesfield (SA),$400-424,3,16
63806,Magill,$400-424,52,16
63807,Malvern (SA),$400-424,11,16
63808,Manningham,$400-424,3,16
63809,Marden,$400-424,8,16
63810,Marino,$400-424,5,16
63811,Marion,$400-424,31,16
