,SSC,variable,value
36719,Armstrong Creek (Vic.),South Africa,31
36720,Arthurs Seat,South Africa,6
36721,Aspendale,South Africa,52
36722,Avonsleigh,South Africa,5
36723,Axedale,South Africa,4
36724,Bagshot,South Africa,4
36725,Balnarring Beach,South Africa,4
36726,Bandiana,South Africa,4
36727,Baranduda,South Africa,11
36728,Bayles,South Africa,3
36729,Beaconsfield (Vic.),South Africa,60
36730,Beaconsfield Upper,South Africa,19
36731,Beaumaris (Vic.),South Africa,192
36732,Belgrave,South Africa,26
36733,Bellbridge,South Africa,5
36734,Bentleigh East,South Africa,530
36735,Bethanga,South Africa,3
36736,Black Rock (Vic.),South Africa,82
36737,Bolwarra (Vic.),South Africa,4
36738,Bonegilla,South Africa,8
36739,Boorcan,South Africa,3
36740,Boorolite,South Africa,5
36741,Botanic Ridge,South Africa,45
36742,Brighton (Vic.),South Africa,257
36743,Brighton East,South Africa,260
36744,Cabarita (Vic.),South Africa,5
36745,Campbells Creek,South Africa,10
36746,Cape Schanck,South Africa,8
36747,Carlsruhe,South Africa,3
36748,Carrum,South Africa,33
36749,Caulfield,South Africa,303
36750,Caulfield North,South Africa,572
36751,Caulfield South,South Africa,671
36752,Cavendish,South Africa,4
36753,Chelsea,South Africa,59
36754,Clydesdale (Vic.),South Africa,3
36755,Coleraine,South Africa,6
36756,Croydon Hills,South Africa,61
36757,Croydon North,South Africa,79
36758,Croydon South,South Africa,38
36759,Denver,South Africa,4
36760,Diamond Creek,South Africa,70
36761,Dingwall,South Africa,4
36762,Don Valley,South Africa,7
36763,Drummond,South Africa,4
36764,Dutton Way,South Africa,3
36765,East Bairnsdale,South Africa,5
36766,Eden Park,South Africa,9
36767,Edithvale,South Africa,52
36768,Elsternwick,South Africa,172
36769,Eltham (Vic.),South Africa,135
36770,Eltham North,South Africa,44
36771,Enfield (Vic.),South Africa,4
36772,Falls Creek (Vic.),South Africa,3
36773,Gardenvale,South Africa,19
36774,Gembrook,South Africa,14
36775,Gerangamete,South Africa,3
36776,Ghin Ghin,South Africa,4
36777,Gladysdale,South Africa,11
36778,Glen Huntly,South Africa,112
36779,Glendaruel,South Africa,7
36780,Gorae,South Africa,4
36781,Hamilton (Vic.),South Africa,38
36782,Heatherton,South Africa,95
36783,Highton,South Africa,126
36784,Hmas Cerberus,South Africa,10
36785,Huntly,South Africa,10
36786,Invermay Park,South Africa,5
36787,Jackass Flat,South Africa,3
36788,Kalimna,South Africa,5
36789,Kangaroo Ground,South Africa,10
36790,Kenley,South Africa,7
36791,Kerang,South Africa,21
36792,Kialla West,South Africa,6
36793,Kilsyth South,South Africa,15
36794,Kinglake,South Africa,6
36795,Kinglake Central,South Africa,4
36796,Kirkstall,South Africa,4
36797,Konongwootong,South Africa,7
36798,Kooloonong,South Africa,5
36799,Kooyong,South Africa,7
36800,Krowera,South Africa,3
36801,Lake Bunga,South Africa,5
36802,Lang Lang,South Africa,8
36803,Leneva,South Africa,11
36804,Leongatha South,South Africa,9
36805,Lockwood South,South Africa,5
36806,Longwarry North,South Africa,7
36807,Longwood (Vic.),South Africa,3
36808,Maddingley,South Africa,22
36809,Maiden Gully,South Africa,19
36810,Majorca,South Africa,5
36811,Marionvale,South Africa,6
36812,Marong,South Africa,4
36813,McKinnon,South Africa,100
36814,Melbourne Airport,South Africa,3
36815,Metung,South Africa,14
36816,Milawa,South Africa,6
36817,Montgomery,South Africa,3
36818,Mount Burnett,South Africa,3
36819,Mount Dandenong,South Africa,14
36820,Mount Duneed,South Africa,12
36821,Mount Egerton,South Africa,8
36822,Mount Eliza,South Africa,157
36823,Mount Helen,South Africa,16
36824,Mount Martha,South Africa,120
36825,Nambrok,South Africa,3
36826,Nangana,South Africa,3
36827,Nareen,South Africa,6
36828,Narrawong,South Africa,3
36829,Narre Warren East,South Africa,6
36830,Nathalia,South Africa,7
36831,Navigators,South Africa,4
36832,New Gisborne,South Africa,15
36833,Newbridge (Vic.),South Africa,5
36834,Nhill,South Africa,15
36835,Nichols Point,South Africa,9
36836,North Warrandyte,South Africa,20
36837,Olinda (Vic.),South Africa,18
36838,Ormond,South Africa,112
36839,Panitya (Vic.),South Africa,6
36840,Park Orchards,South Africa,42
36841,Parkdale,South Africa,103
36842,Port Fairy,South Africa,9
36843,Prairie (Vic.),South Africa,5
36844,Princetown,South Africa,3
36845,Quambatook,South Africa,4
36846,Quarry Hill,South Africa,8
36847,Red Cliffs,South Africa,17
36848,Ryanston,South Africa,3
36849,Sandhurst,South Africa,251
36850,Sandringham (Vic.),South Africa,129
36851,Seaton (Vic.),South Africa,3
36852,Sedgwick,South Africa,3
36853,Selby,South Africa,11
36854,Shoreham,South Africa,8
36855,Silverleaves,South Africa,3
36856,Smythesdale,South Africa,6
36857,Somers,South Africa,12
36858,South Dudley,South Africa,4
36859,Strathfieldsaye,South Africa,28
36860,Taggerty,South Africa,4
36861,Tallarook,South Africa,6
36862,Tarwin Lower,South Africa,4
36863,Tawonga,South Africa,3
36864,Tecoma,South Africa,19
36865,Tinamba,South Africa,3
36866,Tongala,South Africa,6
36867,Torquay (Vic.),South Africa,100
36868,Tyers,South Africa,4
36869,Upper Plenty,South Africa,4
36870,Upwey,South Africa,35
36871,Wandana Heights,South Africa,16
36872,Wandong,South Africa,7
36873,Warrandyte,South Africa,53
36874,Warrandyte South,South Africa,8
36875,Warranwood,South Africa,55
36876,Whittlesea,South Africa,20
36877,Winslow,South Africa,3
36878,Wonga Park,South Africa,25
36879,Woodstock (Vic.),South Africa,7
36880,Wurruk,South Africa,8
36881,Wy Yung,South Africa,13
36882,Yambuk,South Africa,4
36883,Yarra Glen,South Africa,14
36884,Adare,South Africa,4
36885,Advancetown,South Africa,7
36886,Agnes Water,South Africa,19
36887,Albany Creek,South Africa,294
36888,Aldershot,South Africa,4
36889,Alexandra Headland,South Africa,57
36890,Alexandra Hills,South Africa,153
36891,Alice River,South Africa,10
36892,Alligator Creek (Townsville - Qld),South Africa,16
36893,Allora,South Africa,4
36894,Alpha,South Africa,6
36895,Alton Downs,South Africa,4
36896,Amamoor Creek,South Africa,4
36897,Amberley,South Africa,3
36898,Andergrove,South Africa,112
36899,Annandale (Qld),South Africa,125
36900,Anstead,South Africa,38
36901,Apple Tree Creek,South Africa,7
36902,Araluen (Qld),South Africa,3
36903,Aramara,South Africa,5
36904,Arana Hills,South Africa,71
36905,Aratula (Qld),South Africa,3
36906,Aroona,South Africa,15
36907,Arriga,South Africa,10
36908,Arundel,South Africa,134
36909,Ashgrove,South Africa,96
36910,Ashmore,South Africa,103
36911,Augustine Heights,South Africa,88
36912,Austinville,South Africa,3
36913,Bahrs Scrub,South Africa,20
36914,Balberra,South Africa,7
36915,Ballard,South Africa,6
36916,Balmoral (Qld),South Africa,23
36917,Balnagowan,South Africa,3
36918,Banksia Beach,South Africa,49
36919,Bannockburn (Qld),South Africa,5
36920,Barcaldine,South Africa,9
36921,Bardon,South Africa,109
36922,Barellan Point,South Africa,14
36923,Bargara,South Africa,116
36924,Barmaryee,South Africa,4
36925,Battery Hill,South Africa,13
36926,Beaconsfield (Qld),South Africa,75
36927,Beaudesert,South Africa,25
36928,Beecher,South Africa,6
36929,Beerburrum,South Africa,9
36930,Bell (Qld),South Africa,4
36931,Bellbowrie,South Africa,255
36932,Belli Park,South Africa,8
36933,Belmont (Qld),South Africa,55
36934,Benaraby,South Africa,17
36935,Benowa,South Africa,131
36936,Biggera Waters,South Africa,90
36937,Bilinga,South Africa,9
36938,Bingil Bay,South Africa,6
36939,Birkdale,South Africa,201
36940,Birtinya,South Africa,40
36941,Blacks Beach,South Africa,100
36942,Blackwater,South Africa,30
36943,Bli Bli,South Africa,56
36944,Bloomsbury,South Africa,4
36945,Blue Mountain Heights,South Africa,10
36946,Bogie,South Africa,4
36947,Bohle Plains,South Africa,32
36948,Bondoola,South Africa,8
36949,Bonnie Doon (Qld),South Africa,4
36950,Bonogin,South Africa,139
36951,Booral (Qld),South Africa,12
36952,Booroobin,South Africa,3
36953,Boyland,South Africa,6
36954,Boyne Island,South Africa,116
36955,Boynewood,South Africa,3
36956,Bracewell,South Africa,3
36957,Braemore,South Africa,3
36958,Brandon,South Africa,7
36959,Branyan,South Africa,19
36960,Brassall,South Africa,34
36961,Bray Park (Qld),South Africa,89
36962,Breakaway,South Africa,4
36963,Bridgeman Downs,South Africa,186
36964,Bridges,South Africa,11
36965,Brighton (Qld),South Africa,58
36966,Broadbeach Waters,South Africa,78
36967,Brookfield (Qld),South Africa,162
36968,Brookwater,South Africa,64
36969,Bucasia,South Africa,50
36970,Buddina,South Africa,29
36971,Buderim,South Africa,465
36972,Bulimba,South Africa,93
36973,Bundall,South Africa,47
36974,Bunya,South Africa,29
36975,Burdell,South Africa,37
36976,Burleigh Heads,South Africa,75
36977,Burleigh Waters,South Africa,91
36978,Burnside (Qld),South Africa,14
36979,Burpengary,South Africa,98
36980,Burrum Heads,South Africa,9
36981,Burua,South Africa,8
36982,Bushland Beach,South Africa,30
36983,Byrnestown,South Africa,3
36984,Cabarlah,South Africa,13
36985,Calliope (Qld),South Africa,41
36986,Caloundra West,South Africa,48
36987,Cambooya,South Africa,8
36988,Camp Hill,South Africa,99
36989,Camp Mountain,South Africa,14
36990,Canina,South Africa,3
36991,Cannon Valley,South Africa,14
36992,Cannonvale,South Africa,60
36993,Capalaba,South Africa,183
36994,Carbrook,South Africa,11
36995,Carindale,South Africa,382
36996,Carrara,South Africa,151
36997,Carseldine,South Africa,160
36998,Carters Ridge,South Africa,3
36999,Cashmere,South Africa,180
37000,Castaways Beach,South Africa,8
37001,Castle Hill (Qld),South Africa,10
37002,Cawdor (Qld),South Africa,4
37003,Cedar Creek (Moreton Bay - Qld),South Africa,12
37004,Centenary Heights,South Africa,49
37005,Chapel Hill (Qld),South Africa,312
37006,Chatsworth (Qld),South Africa,5
37007,Chelmer,South Africa,33
37008,Chevallum,South Africa,4
37009,Chewko,South Africa,3
37010,Chinchilla,South Africa,24
37011,Chuwar,South Africa,34
37012,Clagiraba,South Africa,7
37013,Clayfield,South Africa,85
37014,Clear Island Waters,South Africa,79
37015,Clear Mountain,South Africa,17
37016,Clermont,South Africa,21
37017,Cleveland (Qld),South Africa,303
37018,Clifton Beach (Qld),South Africa,43
37019,Clinton (Qld),South Africa,102
37020,Clontarf (Moreton Bay - Qld),South Africa,47
37021,Closeburn,South Africa,8
37022,Coes Creek,South Africa,11
37023,Condamine,South Africa,3
37024,Condamine Plains,South Africa,3
37025,Conondale,South Africa,7
37026,Cooee Bay,South Africa,3
37027,Cooloola Cove,South Africa,15
37028,Cooloolabin,South Africa,4
37029,Coolum Beach,South Africa,54
37030,Coombabah,South Africa,92
37031,Coomera,South Africa,345
37032,Cooran,South Africa,11
37033,Cooroibah,South Africa,17
37034,Cooroy,South Africa,13
37035,Cootharaba,South Africa,9
37036,Coowonga,South Africa,3
37037,Cooya Beach,South Africa,6
37038,Coquette Point,South Africa,6
37039,Coral Cove,South Africa,12
37040,Cornubia,South Africa,112
37041,Cotswold Hills,South Africa,6
37042,Cranley,South Africa,11
37043,Crohamhurst,South Africa,3
37044,Crossroads,South Africa,6
37045,Curra,South Africa,6
37046,Curramore (Qld),South Africa,5
37047,Currimundi,South Africa,56
37048,Currumbin,South Africa,35
37049,Currumbin Valley,South Africa,15
37050,Daisy Hill (Qld),South Africa,87
37051,Dakabin,South Africa,40
37052,Dalby,South Africa,103
37053,Dargal Road,South Africa,5
37054,Dayboro,South Africa,16
37055,Deception Bay,South Africa,123
37056,Deebing Heights,South Africa,6
37057,Deeragun,South Africa,15
37058,Delan,South Africa,3
37059,Delaneys Creek,South Africa,15
37060,Diamond Valley,South Africa,4
37061,Dicky Beach,South Africa,30
37062,Dirranbandi,South Africa,10
37063,Dolphin Heads,South Africa,10
37064,Doomadgee,South Africa,3
37065,Doonan,South Africa,46
37066,Douglas (Townsville - Qld),South Africa,96
37067,Dows Creek,South Africa,3
37068,Draper,South Africa,24
37069,Dugandan,South Africa,5
37070,Dundowran Beach,South Africa,20
37071,Dysart (Qld),South Africa,24
37072,East Deep Creek,South Africa,6
37073,East Greenmount,South Africa,3
37074,East Toowoomba,South Africa,35
37075,Eatons Hill,South Africa,205
37076,Edens Landing,South Africa,30
37077,Eerwah Vale,South Africa,4
37078,Eimeo,South Africa,91
37079,Elanora,South Africa,121
37080,Elimbah,South Africa,23
37081,Ellesmere,South Africa,4
37082,Elliott Heads,South Africa,12
37083,Emerald (Qld),South Africa,166
37084,Enoggera,South Africa,38
37085,Erakala,South Africa,5
37086,Eumundi,South Africa,13
37087,Eureka (Qld),South Africa,4
37088,Everton Hills,South Africa,50
37089,Everton Park,South Africa,87
37090,Farleigh,South Africa,5
37091,Fernvale (Qld),South Africa,17
37092,Ferny Grove,South Africa,85
37093,Ferny Hills,South Africa,89
37094,Fig Tree Pocket,South Africa,155
37095,Fishery Falls,South Africa,3
37096,Flametree,South Africa,3
37097,Flaxton,South Africa,9
37098,Forest Glen (Qld),South Africa,16
37099,Forestdale,South Africa,37
37100,Frenchville,South Africa,86
37101,Friday Pocket,South Africa,5
37102,Gayndah,South Africa,12
37103,Gilston,South Africa,30
37104,Gindie,South Africa,3
37105,Glen Aplin,South Africa,5
37106,Glen Eden,South Africa,19
37107,Glenden,South Africa,7
37108,Glenella,South Africa,90
37109,Glenlee (Qld),South Africa,3
37110,Gogango,South Africa,4
37111,Goodar,South Africa,3
37112,Goondiwindi,South Africa,40
37113,Gowrie Junction,South Africa,8
37114,Gracemere,South Africa,50
37115,Graceville,South Africa,63
37116,Grasstree Beach,South Africa,6
37117,Greenbank,South Africa,68
37118,Greenmount (Mackay - Qld),South Africa,5
37119,Greenmount (Toowoomba - Qld),South Africa,3
37120,Griffin,South Africa,103
37121,Guanaba,South Africa,8
37122,Gumdale,South Africa,40
37123,Haigslea,South Africa,3
37124,Halifax,South Africa,4
37125,Hamilton (Qld),South Africa,56
37126,Hampton (Qld),South Africa,3
37127,Happy Valley (Qld),South Africa,28
37128,Harlaxton,South Africa,15
37129,Hawthorne,South Africa,47
37130,Hay Point,South Africa,6
37131,Hazledean,South Africa,3
37132,Healy,South Africa,23
37133,Helensvale,South Africa,264
37134,Hendon (Qld),South Africa,6
37135,Hendra,South Africa,47
37136,Herberton,South Africa,5
37137,Hidden Valley (Qld),South Africa,3
37138,Highfields (Qld),South Africa,81
37139,Highland Park,South Africa,55
37140,Highvale,South Africa,16
37141,Highworth,South Africa,4
37142,Hodgson,South Africa,4
37143,Hodgson Vale,South Africa,25
37144,Holland Park,South Africa,43
37145,Holloways Beach,South Africa,16
37146,Hollywell,South Africa,17
37147,Hope Island,South Africa,421
37148,Horseshoe Lagoon,South Africa,5
37149,Hunchy,South Africa,7
37150,Idalia,South Africa,60
37151,Ilkley,South Africa,25
37152,Image Flat,South Africa,11
37153,Indooroopilly,South Africa,178
37154,Innes Park,South Africa,22
37155,Iveragh,South Africa,8
37156,Jacobs Well,South Africa,11
37157,Jamboree Heights,South Africa,49
37158,Jandowae,South Africa,8
37159,Jimboomba,South Africa,80
37160,Jindalee (Qld),South Africa,90
37161,Jollys Lookout,South Africa,4
37162,Joyner,South Africa,53
37163,Jubilee Pocket,South Africa,22
37164,Julia Creek,South Africa,3
37165,Junabee,South Africa,7
37166,Kalinga,South Africa,24
37167,Kalkie,South Africa,17
37168,Kallangur,South Africa,151
37169,Karalee,South Africa,44
37170,Karana Downs,South Africa,109
37171,Karawatha,South Africa,3
37172,Karragarra Island,South Africa,8
37173,Kawungan,South Africa,33
37174,Kenmore,South Africa,310
37175,Kenmore Hills,South Africa,97
37176,Kewarra Beach,South Africa,58
37177,Kholo,South Africa,11
37178,Kin Kora,South Africa,16
37179,Kingaroy,South Africa,44
37180,Kingsholme,South Africa,5
37181,Kingsthorpe,South Africa,13
37182,Kippa-Ring,South Africa,61
37183,Kirkwood,South Africa,47
37184,Kleinton,South Africa,23
37185,Kobble Creek,South Africa,5
37186,Kogan,South Africa,3
37187,Kuluin,South Africa,27
37188,Kuraby,South Africa,271
37189,Kurwongbah,South Africa,13
37190,Kuttabul,South Africa,14
37191,Laceys Creek,South Africa,7
37192,Lake Macdonald,South Africa,16
37193,Lamb Island,South Africa,10
37194,Lammermoor,South Africa,30
37195,Landers Shoot,South Africa,12
37196,Lark Hill,South Africa,5
37197,Lawnton,South Africa,45
37198,Little Mountain,South Africa,96
37199,Lockyer Waters,South Africa,5
37200,Loganholme,South Africa,52
37201,Lota,South Africa,54
37202,Lower Beechmont,South Africa,11
37203,Lundavra,South Africa,4
37204,Luscombe,South Africa,4
37205,Mackay Harbour,South Africa,7
37206,Mackenzie (Brisbane - Qld),South Africa,56
37207,Main Beach,South Africa,30
37208,Malpas-Trenton,South Africa,4
37209,Mango Hill,South Africa,200
37210,Manly West,South Africa,126
37211,Marburg,South Africa,4
37212,Marcus Beach,South Africa,9
37213,Maroochy River,South Africa,14
37214,Maudsland,South Africa,128
37215,Memerambi,South Africa,4
37216,Meridan Plains,South Africa,63
37217,Meringandan,South Africa,4
37218,Meringandan West,South Africa,20
37219,Mermaid Beach,South Africa,52
37220,Merrimac,South Africa,89
37221,Miami,South Africa,72
37222,Middle Ridge,South Africa,110
37223,Middlemount,South Africa,34
37224,Miles,South Africa,11
37225,Minyama,South Africa,26
37226,Mirani,South Africa,8
37227,Mitchelton,South Africa,68
37228,Moffat Beach,South Africa,21
37229,Moffatdale,South Africa,5
37230,Moggill,South Africa,223
37231,Mona Park,South Africa,4
37232,Mons,South Africa,25
37233,Montville,South Africa,11
37234,Mooloolaba,South Africa,53
37235,Mooloolah Valley,South Africa,30
37236,Moorina (Qld),South Africa,8
37237,Moranbah,South Africa,85
37238,Morayfield,South Africa,133
37239,Morningside,South Africa,116
37240,Mount Archer (Somerset - Qld),South Africa,3
37241,Mount Binga,South Africa,3
37242,Mount Coolum,South Africa,50
37243,Mount Cotton,South Africa,190
37244,Mount Crosby,South Africa,64
37245,Mount Julian,South Africa,10
37246,Mount Lawless,South Africa,3
37247,Mount Lofty,South Africa,38
37248,Mount Louisa,South Africa,83
37249,Mount Low,South Africa,21
37250,Mount Nathan,South Africa,7
37251,Mount Pleasant (Mackay - Qld),South Africa,69
37252,Mount Rascal,South Africa,7
37253,Mount Samson,South Africa,5
37254,Mount Sylvia,South Africa,4
37255,Mountain Creek (Qld),South Africa,219
37256,Moura,South Africa,9
37257,Mowbray (Qld),South Africa,4
37258,Mudgeeraba,South Africa,259
37259,Mudjimba,South Africa,19
37260,Mulambin,South Africa,6
37261,Munbura,South Africa,4
37262,Mundoolun,South Africa,11
37263,Murarrie,South Africa,50
37264,Murray,South Africa,15
37265,Murrumba Downs,South Africa,133
37266,Mutchilba,South Africa,7
37267,Mysterton,South Africa,8
37268,Narangba,South Africa,201
37269,Nerang,South Africa,111
37270,New Auckland,South Africa,51
37271,New Beith,South Africa,26
37272,Newport (Qld),South Africa,49
37273,Nikenbah,South Africa,9
37274,Nindaroo,South Africa,7
37275,Ninderry,South Africa,15
37276,Ningi,South Africa,25
37277,Nobby,South Africa,4
37278,Nome,South Africa,5
37279,Noosa Heads,South Africa,61
37280,Noosaville,South Africa,106
37281,Norman Park,South Africa,45
37282,North Lakes,South Africa,814
37283,North Mackay,South Africa,57
37284,North Maleny,South Africa,9
37285,North Ward,South Africa,50
37286,Nudgee Beach,South Africa,6
37287,Nundubbermere,South Africa,3
37288,O'Connell (Qld),South Africa,4
37289,Oakhurst (Qld),South Africa,4
37290,Obi Obi,South Africa,3
37291,Ocean View,South Africa,9
37292,Orange Hill,South Africa,5
37293,Ormeau,South Africa,252
37294,Ormeau Hills,South Africa,56
37295,Ormiston,South Africa,194
37296,Oxenford,South Africa,198
37297,Pacific Heights,South Africa,12
37298,Pacific Paradise,South Africa,12
37299,Paddys Green,South Africa,9
37300,Pallarenda,South Africa,9
37301,Palm Beach (Qld),South Africa,105
37302,Palm Island,South Africa,4
37303,Palmview,South Africa,11
37304,Palmwoods (Qld),South Africa,36
37305,Paradise Point,South Africa,93
37306,Parkinson,South Africa,238
37307,Parklands (Qld),South Africa,3
37308,Parkside (Qld),South Africa,17
37309,Parkwood (Qld),South Africa,85
37310,Parrearra,South Africa,55
37311,Peachester,South Africa,6
37312,Pelican Waters,South Africa,76
37313,Peregian Beach,South Africa,39
37314,Peregian Springs,South Africa,136
37315,Perwillowen,South Africa,3
37316,Petrie,South Africa,108
37317,Picnic Bay,South Africa,3
37318,Pie Creek,South Africa,7
37319,Pimpama,South Africa,78
37320,Pine Mountain (Qld),South Africa,7
37321,Pinjarra Hills,South Africa,6
37322,Pinkenba,South Africa,6
37323,Pittsworth,South Africa,15
37324,Placid Hills,South Africa,3
37325,Plainland,South Africa,12
37326,Point Lookout,South Africa,9
37327,Pomona (Qld),South Africa,14
37328,Preston (Toowoomba - Qld),South Africa,5
37329,Preston (Whitsunday - Qld),South Africa,4
37330,Proserpine,South Africa,16
37331,Pullenvale,South Africa,116
37332,Qunaba,South Africa,5
37333,Rainbow Beach,South Africa,8
37334,Rangeville,South Africa,89
37335,Ransome,South Africa,8
37336,Redcliffe (Qld),South Africa,74
37337,Redland Bay,South Africa,199
37338,Redlynch,South Africa,122
37339,Reedy Creek (Qld),South Africa,184
37340,Reesville,South Africa,11
37341,Richmond (Mackay - Qld),South Africa,9
37342,Riordanvale,South Africa,6
37343,Ripley,South Africa,10
37344,Riverhills,South Africa,71
37345,Robina,South Africa,454
37346,Rochedale South,South Africa,149
37347,Rockhampton City,South Africa,14
37348,Rocky Point (Weipa - Qld),South Africa,10
37349,Rockyview,South Africa,13
37350,Rodds Bay,South Africa,5
37351,Roma,South Africa,33
37352,Rosemount,South Africa,11
37353,Rosewood (Qld),South Africa,10
37354,Rosslea,South Africa,14
37355,Rosslyn,South Africa,5
37356,Rothwell,South Africa,61
37357,Runaway Bay,South Africa,119
37358,Rural View,South Africa,121
37359,Samford Valley,South Africa,43
37360,Samford Village,South Africa,10
37361,Samsonvale,South Africa,9
37362,Sandstone Point,South Africa,27
37363,Sarina,South Africa,33
37364,Sarina Beach,South Africa,5
37365,Saunders Beach,South Africa,4
37366,Scarborough (Qld),South Africa,94
37367,Scottville,South Africa,4
37368,Seventeen Mile Rocks,South Africa,60
37369,Shailer Park,South Africa,190
37370,Shannonvale,South Africa,3
37371,Sharon,South Africa,10
37372,Sheldon,South Africa,32
37373,Shelly Beach (Sunshine Coast - Qld),South Africa,8
37374,Shoal Point,South Africa,19
37375,Sippy Downs,South Africa,141
37376,Sladevale,South Africa,6
37377,South Gladstone,South Africa,20
37378,South Isis,South Africa,3
37379,South Mackay,South Africa,29
37380,South Ripley,South Africa,6
37381,Southside,South Africa,32
37382,Springbrook,South Africa,8
37383,Springfield Lakes,South Africa,210
37384,Springsure,South Africa,4
37385,St George (Qld),South Africa,26
37386,Stafford,South Africa,47
37387,Stafford Heights,South Africa,50
37388,Stanmore (Qld),South Africa,6
37389,Stapylton,South Africa,8
37390,Stratford (Qld),South Africa,7
37391,Sugarloaf (Southern Downs - Qld),South Africa,3
37392,Sumner,South Africa,12
37393,Sun Valley (Qld),South Africa,10
37394,Sunnyside (Qld),South Africa,4
37395,Sunrise Beach,South Africa,38
37396,Sunset,South Africa,21
37397,Sunshine Acres,South Africa,9
37398,Tallai,South Africa,80
37399,Tallebudgera,South Africa,36
37400,Tallebudgera Valley,South Africa,22
37401,Tallegalla,South Africa,5
37402,Tamaree,South Africa,6
37403,Tamborine Mountain,South Africa,74
37404,Tanah Merah,South Africa,64
37405,Tanawha,South Africa,13
37406,Tanby,South Africa,17
37407,Tannum Sands,South Africa,136
37408,Taranganba,South Africa,21
37409,Taroomball,South Africa,7
37410,Tarragindi,South Africa,68
37411,Telina,South Africa,25
37412,Teneriffe,South Africa,60
37413,Tennyson (Qld),South Africa,14
37414,Tewantin,South Africa,94
37415,Thagoona,South Africa,6
37416,Thangool,South Africa,6
37417,The Caves,South Africa,3
37418,The Gap (Brisbane - Qld),South Africa,330
37419,The Gap (Mount Isa - Qld),South Africa,11
37420,The Keppels,South Africa,3
37421,The Palms,South Africa,8
37422,The Range (Qld),South Africa,37
37423,Thorneside,South Africa,27
37424,Thornlands,South Africa,404
37425,Thornton (Qld),South Africa,5
37426,Tieri,South Africa,12
37427,Tinbeerwah,South Africa,18
37428,Tolga,South Africa,15
37429,Toolooa,South Africa,4
37430,Toonpan,South Africa,4
37431,Top Camp,South Africa,13
37432,Torbanlea,South Africa,4
37433,Torquay (Qld),South Africa,41
37434,Towen Mountain,South Africa,3
37435,Traveston,South Africa,10
37436,Trinity Park,South Africa,44
37437,Tully Heads,South Africa,6
37438,Tungamull,South Africa,3
37439,Twin Waters,South Africa,60
37440,Upper Brookfield,South Africa,19
37441,Upper Caboolture,South Africa,25
37442,Upper Coomera,South Africa,399
37443,Upper Flagstone,South Africa,8
37444,Upper Kedron,South Africa,71
37445,Upper Lockyer,South Africa,4
37446,Urraween,South Africa,58
37447,Varsity Lakes,South Africa,203
37448,Veresdale Scrub,South Africa,7
37449,Veteran,South Africa,5
37450,Victoria Plains,South Africa,3
37451,Victoria Plantation,South Africa,4
37452,Victoria Point (Qld),South Africa,191
37453,Villeneuve,South Africa,5
37454,Wakerley,South Africa,353
37455,Walkerston,South Africa,26
37456,Walligan,South Africa,5
37457,Wamuran,South Africa,19
37458,Wandal,South Africa,11
37459,Warana,South Africa,22
37460,Warner,South Africa,277
37461,Warwick (Qld),South Africa,50
37462,Waterford (Qld),South Africa,48
37463,Wellington Point,South Africa,292
37464,West Gladstone,South Africa,23
37465,Westbrook (Qld),South Africa,17
37466,Westlake,South Africa,132
37467,Weyba Downs,South Africa,6
37468,White Patch,South Africa,4
37469,Widgee,South Africa,7
37470,Wights Mountain,South Africa,15
37471,Willow Vale (Qld),South Africa,34
37472,Wilston,South Africa,44
37473,Windaroo,South Africa,32
37474,Withcott,South Africa,28
37475,Witheren,South Africa,5
37476,Wivenhoe Pocket,South Africa,4
37477,Woleebee,South Africa,3
37478,Wolvi,South Africa,9
37479,Wondecla,South Africa,5
37480,Wondunna,South Africa,16
37481,Wongawallan,South Africa,16
37482,Woodend (Qld),South Africa,8
37483,Woody Point,South Africa,31
37484,Woolooga,South Africa,4
37485,Woombye,South Africa,41
37486,Woongarra,South Africa,3
37487,Worongary,South Africa,66
37488,Wulkuraka,South Africa,10
37489,Wurdong Heights,South Africa,9
37490,Wurtulla,South Africa,43
37491,Wynnum,South Africa,107
37492,Wynnum West,South Africa,107
37493,Wyreema,South Africa,11
37494,Yandina Creek,South Africa,6
37495,Yaroomba,South Africa,35
37496,Yarrabilba,South Africa,18
37497,Yarraman (Qld),South Africa,8
37498,Yatala,South Africa,18
37499,Yelarbon,South Africa,3
37500,Yengarie,South Africa,3
37501,Yeppoon,South Africa,35
37502,Zilzie,South Africa,7
37503,Aberfoyle Park,South Africa,104
37504,Aldgate,South Africa,30
37505,Aldinga Beach,South Africa,61
37506,Balhannah,South Africa,13
37507,Basket Range,South Africa,3
37508,Biggs Flat,South Africa,6
37509,Blackwood (SA),South Africa,38
37510,Booleroo Centre,South Africa,10
37511,Boston,South Africa,7
37512,Brighton (SA),South Africa,24
37513,Burrungule,South Africa,6
37514,Carey Gully,South Africa,5
37515,Ceduna Waters,South Africa,3
37516,Chandlers Hill,South Africa,15
37517,Charleston,South Africa,5
37518,Cherry Gardens,South Africa,8
37519,Cleve,South Africa,3
37520,Coffin Bay,South Africa,3
37521,Cowell,South Africa,9
37522,Crafers,South Africa,18
37523,Crafers West,South Africa,8
37524,Craigburn Farm,South Africa,35
37525,Echunga,South Africa,6
37526,Edinburgh,South Africa,3
37527,Evanston Park,South Africa,25
37528,Evanston South,South Africa,8
37529,Fairview Park,South Africa,19
