"","V1","SSC","variable","value"
"755","3612","Spring Farm (NSW)","Train",63
"756","3623","Springfield (Central Coast - NSW)","Train",63
"757","3629","Springwood (NSW)","Train",356
"758","3631","St Andrews (NSW)","Train",213
"759","3632","St Clair (Penrith - NSW)","Train",396
"760","3637","St Helens Park","Train",132
"761","3638","St Huberts Island","Train",36
"762","3639","St Ives (NSW)","Train",628
"763","3640","St Ives Chase","Train",79
"764","3641","St Johns Park","Train",146
"765","3642","St Leonards (NSW)","Train",1472
"766","3643","St Marys (NSW)","Train",449
"767","3644","St Peters (NSW)","Train",662
"768","3649","Stanhope Gardens","Train",88
"769","3650","Stanmore (NSW)","Train",1303
"770","3653","Stanwell Park","Train",67
"771","3654","Stanwell Tops","Train",7
"772","3675","Strathfield (NSW)","Train",3873
"773","3676","Strathfield South","Train",115
"774","3684","Suffolk Park","Train",5
"775","3687","Summer Hill (Inner West - NSW)","Train",1493
"776","3690","Summerland Point","Train",5
"777","3691","Sun Valley (NSW)","Train",10
"778","3694","Sunshine (NSW)","Train",3
"779","3699","Surry Hills","Train",1841
"780","3700","Sussex Inlet","Train",7
"781","3701","Sutherland (NSW)","Train",1550
"782","3703","Sutton Forest","Train",3
"783","3711","Swansea (NSW)","Train",5
"784","3712","Swansea Heads","Train",4
"785","3714","Sydenham (NSW)","Train",237
"786","3715","Sydney","Train",1783
"787","3716","Sydney Olympic Park","Train",189
"788","3717","Sylvania","Train",205
"789","3718","Sylvania Waters","Train",58
"790","3724","Tacoma","Train",11
"791","3725","Tacoma South","Train",8
"792","3727","Tahmoor","Train",57
"793","3741","Tamarama","Train",23
"794","3766","Taren Point","Train",23
"795","3769","Tarrawanna","Train",14
"796","3771","Tarro","Train",3
"797","3772","Tascott","Train",151
"798","3780","Telarah","Train",6
"799","3782","Telopea","Train",227
"800","3785","Tempe","Train",506
"801","3787","Tenambit","Train",3
"802","3789","Tennyson (NSW)","Train",4
"803","3793","Teralba","Train",5
"804","3804","Terrey Hills","Train",9
"805","3805","Terrigal","Train",147
"806","3818","The Entrance","Train",22
"807","3826","The Hill","Train",10
"808","3831","The Oaks","Train",8
"809","3835","The Ponds","Train",478
"810","3840","The Rocks (Sydney - NSW)","Train",37
"811","3842","The Slopes","Train",3
"812","3847","Thirlmere","Train",15
"813","3848","Thirroul","Train",251
"814","3850","Thornleigh","Train",880
"815","3851","Thornton (NSW)","Train",30
"816","3886","Tocumwal","Train",5
"817","3894","Tomerong","Train",3
"818","3907","Toongabbie (NSW)","Train",1236
"819","3918","Toronto","Train",12
"820","3925","Toukley","Train",13
"821","3929","Towradgi","Train",47
"822","3934","Tregear","Train",40
"823","3950","Tuggerah","Train",31
"824","3951","Tuggerawong","Train",10
"825","3962","Tumbi Umbi","Train",34
"826","3980","Turramurra","Train",1216
"827","3982","Turrella","Train",440
"828","4006","Ultimo","Train",456
"829","4007","Umina Beach","Train",520
"830","4008","Unanderra","Train",45
"831","4064","Vale Of Clwydd","Train",4
"832","4065","Valentine","Train",4
"833","4069","Valley Heights","Train",45
"834","4070","Varroville","Train",4
"835","4071","Vaucluse","Train",70
"836","4074","Villawood","Train",113
"837","4075","Vincentia","Train",9
"838","4076","Vineyard","Train",18
"839","4079","Voyager Point","Train",142
"840","4080","Wadalba","Train",55
"841","4084","Wagstaffe","Train",9
"842","4085","Wahroonga","Train",1601
"843","4086","Waitara","Train",1211
"844","4089","Wakeley","Train",98
"845","4101","Wallacia","Train",11
"846","4109","Wallarah","Train",3
"847","4122","Wamberal","Train",57
"848","4135","Wangi Wangi","Train",10
"849","4140","Warabrook","Train",4
"850","4141","Waratah (NSW)","Train",17
"851","4142","Waratah West","Train",9
"852","4148","Wareemba","Train",6
"853","4151","Warilla","Train",28
"854","4153","Warners Bay","Train",10
"855","4154","Warnervale","Train",15
"856","4158","Warragamba","Train",3
"857","4165","Warrawee","Train",369
"858","4167","Warrawong","Train",19
"859","4174","Warrimoo","Train",145
"860","4177","Warwick Farm","Train",329
"861","4181","Watanobbi","Train",60
"862","4182","Waterfall","Train",30
"863","4183","Waterloo (NSW)","Train",861
"864","4192","Wattle Grove (NSW)","Train",427
"865","4200","Waverley (NSW)","Train",197
"866","4202","Waverton","Train",720
"867","4209","Wedderburn (NSW)","Train",5
"868","4219","Welby","Train",4
"869","4221","Wellington (NSW)","Train",3
"870","4224","Wendoree Park","Train",4
"871","4226","Wentworth Falls","Train",164
"872","4227","Wentworth Point","Train",325
"873","4228","Wentworthville","Train",1329
"874","4232","Werombi","Train",5
"875","4233","Werri Beach","Train",5
"876","4235","Werrington","Train",302
"877","4236","Werrington County","Train",86
"878","4237","Werrington Downs","Train",88
"879","4244","West Gosford","Train",38
"880","4246","West Hoxton","Train",193
"881","4249","West Pennant Hills","Train",226
"882","4250","West Pymble","Train",200
"883","4251","West Ryde","Train",1740
"884","4253","West Wallsend","Train",4
"885","4255","West Wollongong","Train",56
"886","4260","Westleigh","Train",281
"887","4261","Westmead","Train",2262
"888","4264","Wetherill Park","Train",92
"889","4266","Whalan","Train",112
"890","4276","Whitebridge","Train",3
"891","4285","Wickham (NSW)","Train",5
"892","4288","Wilberforce (NSW)","Train",25
"893","4292","Wildes Meadow","Train",3
"894","4293","Wiley Park","Train",747
"895","4302","Willmot","Train",23
"896","4303","Willoughby (NSW)","Train",70
"897","4304","Willoughby East","Train",18
"898","4311","Wilton (NSW)","Train",26
"899","4325","Windsor (NSW)","Train",56
"900","4326","Windsor Downs","Train",13
"901","4330","Wingello","Train",7
"902","4334","Winmalee","Train",132
"903","4335","Winston Hills","Train",61
"904","4353","Wolli Creek","Train",1986
"905","4358","Wollongong","Train",342
"906","4359","Wollstonecraft","Train",1642
"907","4363","Wombarra","Train",25
"908","4374","Wongawilli","Train",3
"909","4377","Woodberry","Train",11
"910","4378","Woodbine (NSW)","Train",113
"911","4381","Woodcroft (NSW)","Train",597
"912","4383","Woodford (NSW)","Train",92
"913","4390","Woodpark","Train",20
"914","4391","Woodrising","Train",5
"915","4404","Woollahra","Train",819
"916","4406","Woolloomooloo","Train",248
"917","4410","Woolooware","Train",260
"918","4415","Woongarrah","Train",36
"919","4416","Woonona","Train",199
"920","4420","Woronora","Train",89
"921","4422","Woronora Heights","Train",101
"922","4425","Woy Woy","Train",533
"923","4426","Woy Woy Bay","Train",10
"924","4438","Wyee","Train",17
"925","4439","Wyee Point","Train",5
"926","4445","Wyoming","Train",215
"927","4446","Wyong","Train",88
"928","4447","Wyong Creek","Train",6
"929","4448","Wyongah","Train",10
"930","4453","Yagoona","Train",643
"931","4461","Yanderra","Train",3
"932","4477","Yarramundi","Train",14
"933","4485","Yarrawarrah","Train",152
"934","4496","Yattalunga (NSW)","Train",6
"935","4502","Yellow Rock (Blue Mountains - NSW)","Train",11
"936","4506","Yennora","Train",61
"937","4510","Yerrinbool","Train",16
"938","4519","Yowie Bay","Train",150
"939","4524","Zetland","Train",892
"940","4525","No usual address (NSW)","Train",275
"941","4526","Migratory - Offshore - Shipping (NSW)","Train",3
"942","4528","Abbotsford (Vic.)","Train",468
"943","4529","Aberfeldie","Train",92
"944","4538","Aireys Inlet","Train",9
"945","4540","Airport West","Train",141
"946","4542","Albanvale","Train",92
"947","4543","Albert Park (Vic.)","Train",21
"948","4546","Albion (Vic.)","Train",363
"949","4548","Alfredton","Train",56
"950","4559","Alphington","Train",484
"951","4560","Altona (Vic.)","Train",692
"952","4561","Altona Meadows","Train",657
"953","4562","Altona North","Train",187
"954","4567","Anakie","Train",6
"955","4571","Anglesea","Train",7
"956","4587","Ardeer","Train",100
"957","4591","Armadale (Vic.)","Train",963
"958","4593","Armstrong Creek (Vic.)","Train",57
"959","4596","Arthurs Creek","Train",6
"960","4599","Ascot (Greater Bendigo - Vic.)","Train",8
"961","4600","Ascot Vale","Train",860
"962","4601","Ashbourne (Vic.)","Train",4
"963","4602","Ashburton","Train",563
"964","4603","Ashwood","Train",321
"965","4604","Aspendale","Train",332
"966","4605","Aspendale Gardens","Train",174
"967","4607","Attwood","Train",65
"968","4610","Avalon","Train",7
"969","4611","Avenel","Train",3
"970","4614","Avondale Heights","Train",163
"971","4616","Avonsleigh","Train",4
"972","4620","Bacchus Marsh","Train",134
"973","4622","Badger Creek","Train",3
"974","4630","Balaclava (Vic.)","Train",687
"975","4633","Ballan","Train",70
"976","4636","Ballarat Central","Train",58
"977","4637","Ballarat East","Train",35
"978","4638","Ballarat North","Train",23
"979","4648","Balwyn","Train",300
"980","4649","Balwyn North","Train",173
"981","4658","Bannockburn (Vic.)","Train",20
"982","4666","Barkers Creek","Train",8
"983","4687","Barwon Heads","Train",43
"984","4690","Batesford","Train",5
"985","4694","Baxter","Train",9
"986","4697","Baynton (Vic.)","Train",3
"987","4698","Bayswater (Vic.)","Train",357
"988","4699","Bayswater North","Train",150
"989","4700","Beaconsfield (Vic.)","Train",147
"990","4701","Beaconsfield Upper","Train",19
"991","4707","Beaumaris (Vic.)","Train",337
"992","4711","Beechworth","Train",3
"993","4713","Belgrave","Train",161
"994","4714","Belgrave Heights","Train",19
"995","4715","Belgrave South","Train",22
"996","4716","Bell Park","Train",40
"997","4717","Bell Post Hill","Train",36
"998","4720","Bellbrae","Train",7
"999","4723","Bellfield (Banyule - Vic.)","Train",40
"1000","4726","Belmont (Vic.)","Train",104
"1001","4733","Bendigo","Train",24
"1002","4739","Bentleigh","Train",995
"1003","4740","Bentleigh East","Train",850
"1004","4749","Berwick","Train",1025
"1005","4758","Beveridge","Train",19
"1006","4772","Birregurra","Train",3
"1007","4773","Bittern","Train",9
"1008","4774","Black Hill (Vic.)","Train",22
"1009","4776","Black Rock (Vic.)","Train",148
"1010","4777","Blackburn","Train",1059
"1011","4778","Blackburn North","Train",187
"1012","4779","Blackburn South","Train",280
"1013","4781","Blackwood (Vic.)","Train",7
"1014","4782","Blairgowrie","Train",3
"1015","4785","Blind Bight","Train",9
"1016","4803","Bonbeach","Train",276
"1017","4828","Boronia","Train",587
"1018","4831","Botanic Ridge","Train",40
"1019","4838","Box Hill (Vic.)","Train",894
"1020","4839","Box Hill North","Train",369
"1021","4840","Box Hill South","Train",225
"1022","4848","Braybrook","Train",208
"1023","4850","Breakwater","Train",3
"1024","4855","Briar Hill","Train",104
"1025","4861","Brighton (Vic.)","Train",1574
"1026","4862","Brighton East","Train",618
"1027","4869","Broadford","Train",44
"1028","4870","Broadmeadows (Vic.)","Train",261
"1029","4875","Brookfield (Vic.)","Train",211
"1030","4876","Brooklyn (Vic.)","Train",43
"1031","4880","Brown Hill (Vic.)","Train",17
"1032","4885","Brunswick (Vic.)","Train",1392
"1033","4886","Brunswick East","Train",96
"1034","4887","Brunswick West","Train",258
"1035","4905","Bulla (Vic.)","Train",4
"1036","4910","Bulleen","Train",61
"1037","4911","Bullengarook","Train",5
"1038","4923","Bundoora (Vic.)","Train",545
"1039","4933","Buninyong","Train",13
"1040","4935","Bunyip","Train",22
"1041","4942","Burnley","Train",134
"1042","4943","Burnside (Vic.)","Train",79
"1043","4944","Burnside Heights","Train",192
"1044","4950","Burwood (Vic.)","Train",320
"1045","4951","Burwood East","Train",221
"1046","4965","Cairnlea","Train",308
"1047","4977","Camberwell (Vic.)","Train",1421
"1048","4979","Campbellfield","Train",75
"1049","4981","Campbells Creek","Train",12
"1050","4985","Canadian","Train",22
"1051","4992","Canterbury (Vic.)","Train",567
"1052","4999","Cape Woolamai","Train",6
"1053","5005","Carapooee West","Train",3
"1054","5008","Cardigan","Train",6
"1055","5009","Cardigan Village","Train",3
"1056","5017","Carlsruhe","Train",3
"1057","5018","Carlton (Vic.)","Train",191
"1058","5019","Carlton North","Train",35
"1059","5021","Carnegie","Train",1742
"1060","5023","Caroline Springs","Train",504
"1061","5030","Carrum","Train",177
"1062","5031","Carrum Downs","Train",160
"1063","5035","Castella","Train",5
"1064","5039","Castlemaine","Train",158
"1065","5040","Catani","Train",3
"1066","5044","Caulfield","Train",205
"1067","5045","Caulfield East","Train",146
"1068","5046","Caulfield North","Train",798
"1069","5047","Caulfield South","Train",434
"1070","5051","Chadstone","Train",494
"1071","5056","Charlemont","Train",5
"1072","5060","Chelsea","Train",381
"1073","5061","Chelsea Heights","Train",115
"1074","5062","Cheltenham (Vic.)","Train",940
"1075","5070","Chewton","Train",4
"1076","5079","Chirnside Park","Train",159
"1077","5082","Christmas Hills (Vic.)","Train",5
"1078","5083","Chum Creek","Train",5
"1079","5084","Churchill (Vic.)","Train",4
"1080","5089","Clarinda","Train",236
"1081","5092","Clayton","Train",792
"1082","5093","Clayton South","Train",698
"1083","5097","Clifton Hill","Train",628
"1084","5098","Clifton Springs","Train",20
"1085","5099","Clonbinane","Train",5
"1086","5103","Clunes (Vic.)","Train",4
"1087","5104","Clyde (Vic.)","Train",36
"1088","5105","Clyde North","Train",206
"1089","5118","Coburg","Train",1390
"1090","5119","Coburg North","Train",429
"1091","5122","Cockatoo (Vic.)","Train",15
"1092","5127","Coimadai","Train",10
"1093","5135","Coldstream (Vic.)","Train",17
"1094","5138","Collingwood (Vic.)","Train",219
"1095","5143","Connewarre","Train",7
"1096","5146","Coolaroo","Train",58
"1097","5149","Coomoora","Train",5
"1098","5162","Corio","Train",54
"1099","5176","Cottles Bridge","Train",14
"1100","5183","Craigieburn","Train",1396
"1101","5184","Cranbourne","Train",337
"1102","5185","Cranbourne East","Train",334
"1103","5186","Cranbourne North","Train",408
"1104","5187","Cranbourne South","Train",8
"1105","5188","Cranbourne West","Train",290
"1106","5191","Cremorne (Vic.)","Train",265
"1107","5193","Creswick","Train",3
"1108","5195","Crib Point","Train",9
"1109","5203","Croydon (Vic.)","Train",811
"1110","5204","Croydon Hills","Train",107
"1111","5205","Croydon North","Train",195
"1112","5206","Croydon South","Train",99
"1113","5218","Curlewis (Vic.)","Train",5
"1114","5222","Dales Creek","Train",3
"1115","5223","Dallas","Train",93
"1116","5228","Dandenong","Train",598
"1117","5229","Dandenong North","Train",290
"1118","5233","Darley","Train",139
"1119","5236","Darnum","Train",7
"1120","5237","Darraweit Guim","Train",6
"1121","5242","Daylesford","Train",10
"1122","5248","Deepdene (Vic.)","Train",36
"1123","5249","Deer Park","Train",423
"1124","5250","Delacombe","Train",12
"1125","5251","Delahey","Train",213
"1126","5263","Derrimut","Train",257
"1127","5268","Devon Meadows","Train",10
"1128","5272","Diamond Creek","Train",357
"1129","5274","Diggers Rest","Train",101
"1130","5278","Dingley Village","Train",142
"1131","5286","Docklands","Train",231
"1132","5291","Doncaster","Train",99
"1133","5292","Doncaster East","Train",172
"1134","5294","Donvale","Train",175
"1135","5299","Doreen","Train",226
"1136","5303","Doveton","Train",91
"1137","5310","Drouin","Train",96
"1138","5316","Drumcondra","Train",11
"1139","5318","Drummond","Train",4
"1140","5322","Drysdale","Train",13
"1141","5343","Eaglehawk","Train",9
"1142","5345","Eaglemont","Train",281
"1143","5348","East Bendigo","Train",3
"1144","5349","East Geelong","Train",78
"1145","5350","East Melbourne","Train",140
"1146","5363","Eden Park","Train",3
"1147","5368","Edithvale","Train",285
"1148","5384","Elsternwick","Train",863
"1149","5385","Eltham (Vic.)","Train",642
"1150","5386","Eltham North","Train",226
"1151","5387","Elwood","Train",900
"1152","5388","Emerald (Vic.)","Train",34
"1153","5391","Endeavour Hills","Train",323
"1154","5397","Eppalock","Train",5
"1155","5398","Epping (Vic.)","Train",929
"1156","5399","Epsom (Vic.)","Train",10
"1157","5405","Essendon","Train",1344
"1158","5407","Essendon North","Train",83
"1159","5408","Essendon West","Train",32
"1160","5409","Eumemmerring","Train",18
